"Location","Year","Month","Day","Hour","Solar_Elevation"
"Solar Array",2010,3,4,22,-27.6666365385806
"Solar Array",2010,3,4,23,-37.3998227147551
"Solar Array",2010,3,4,24,-45.5649069539846
"Solar Array",2010,3,5,1,-50.9913557557011
"Solar Array",2010,3,5,2,-52.3806262419994
"Solar Array",2010,3,5,3,-49.2969857287624
"Solar Array",2010,3,5,4,-42.6409458420935
"Solar Array",2010,3,5,5,-33.743377190288
"Solar Array",2010,3,5,6,-23.6165242366261
"Solar Array",2010,3,5,7,-12.906542629586
"Solar Array",2010,3,5,8,-2.05091794497945
"Solar Array",2010,3,5,9,8.58836585478434
"Solar Array",2010,3,5,10,18.6265231756389
"Solar Array",2010,3,5,11,27.5693168424678
"Solar Array",2010,3,5,12,34.7389855253299
"Solar Array",2010,3,5,13,39.2840670404256
"Solar Array",2010,3,5,14,40.4282587758235
"Solar Array",2010,3,5,15,37.9369077131294
"Solar Array",2010,3,5,16,32.3010163988904
"Solar Array",2010,3,5,17,24.3752245312973
"Solar Array",2010,3,5,18,14.9589845002096
"Solar Array",2010,3,5,19,4.65568418586587
"Solar Array",2010,3,5,20,-6.09016723564937
"Solar Array",2010,3,5,21,-16.9104712440698
"Solar Array",2010,3,5,22,-27.4240755049008
"Solar Array",2010,3,5,23,-37.1280270655622
"Solar Array",2010,3,5,24,-45.2501943087635
"Solar Array",2010,3,6,1,-50.6294887754255
"Solar Array",2010,3,6,2,-51.9909397413188
"Solar Array",2010,3,6,3,-48.9135617789572
"Solar Array",2010,3,6,4,-42.2829233205784
"Solar Array",2010,3,6,5,-33.4105017620373
"Solar Array",2010,3,6,6,-23.3006805479697
"Solar Array",2010,3,6,7,-12.5984585585641
"Solar Array",2010,3,6,8,-1.7419175596285
"Solar Array",2010,3,6,9,8.90626812059166
"Solar Array",2010,3,6,10,18.9605690423689
"Solar Array",2010,3,6,11,27.9250061416693
"Solar Array",2010,3,6,12,35.1170503645424
"Solar Array",2010,3,6,13,39.6754652418188
"Solar Array",2010,3,6,14,40.8126157011166
"Solar Array",2010,3,6,15,38.2922917241302
"Solar Array",2010,3,6,16,32.6169068314027
"Solar Array",2010,3,6,17,24.6537803056895
"Solar Array",2010,3,6,18,15.2088236287909
"Solar Array",2010,3,6,19,4.88723090508023
"Solar Array",2010,3,6,20,-5.8662362391639
"Solar Array",2010,3,6,21,-16.6830733829441
"Solar Array",2010,3,6,22,-27.180947148764
"Solar Array",2010,3,6,23,-36.855251858167
"Solar Array",2010,3,6,24,-44.9342318014401
"Solar Array",2010,3,7,1,-50.2663327087256
"Solar Array",2010,3,7,2,-51.5998434481012
"Solar Array",2010,3,7,3,-48.528216980732
"Solar Array",2010,3,7,4,-41.9224882854394
"Solar Array",2010,3,7,5,-33.075030937719
"Solar Array",2010,3,7,6,-22.9822951786409
"Solar Array",2010,3,7,7,-12.2880001424719
"Solar Array",2010,3,7,8,-1.43074579188553
"Solar Array",2010,3,7,9,9.22614939403573
"Solar Array",2010,3,7,10,19.2964457485899
"Solar Array",2010,3,7,11,28.2824442910388
"Solar Array",2010,3,7,12,35.4968201345004
"Solar Array",2010,3,7,13,40.0684067839023
"Solar Array",2010,3,7,14,41.1980186311565
"Solar Array",2010,3,7,15,38.6479671916724
"Solar Array",2010,3,7,16,32.9324499739516
"Solar Array",2010,3,7,17,24.9316711577509
"Solar Array",2010,3,7,18,15.4579676272528
"Solar Array",2010,3,7,19,5.11824633940989
"Solar Array",2010,3,7,20,-5.64254720801959
"Solar Array",2010,3,7,21,-16.4555441457939
"Solar Array",2010,3,7,22,-26.937266989733
"Solar Array",2010,3,7,23,-36.5815251195501
"Solar Array",2010,3,7,24,-44.6170700028995
"Solar Array",2010,3,8,1,-49.9019663084924
"Solar Array",2010,3,8,2,-51.2074466746638
"Solar Array",2010,3,8,3,-48.1410899881028
"Solar Array",2010,3,8,4,-41.5597921747467
"Solar Array",2010,3,8,5,-32.7371152166956
"Solar Array",2010,3,8,6,-22.6615142344244
"Solar Array",2010,3,8,7,-11.9753101525419
"Solar Array",2010,3,8,8,-1.1175439005878
"Solar Array",2010,3,8,9,9.54786867335636
"Solar Array",2010,3,8,10,19.6340125711858
"Solar Array",2010,3,8,11,28.6414929807872
"Solar Array",2010,3,8,12,35.8781634206675
"Solar Array",2010,3,8,13,40.4627708108527
"Solar Array",2010,3,8,14,41.5843560957428
"Solar Array",2010,3,8,15,39.0038332539853
"Solar Array",2010,3,8,16,33.2475632166877
"Solar Array",2010,3,8,17,25.2088369580783
"Solar Array",2010,3,8,18,15.7063766873566
"Solar Array",2010,3,8,19,5.34870588386525
"Solar Array",2010,3,8,20,-5.41911532972003
"Solar Array",2010,3,8,21,-16.227895445639
"Solar Array",2010,3,8,22,-26.693050879249
"Solar Array",2010,3,8,23,-36.3068757264736
"Solar Array",2010,3,8,24,-44.298760497142
"Solar Array",2010,3,9,1,-49.5364688862438
"Solar Array",2010,3,9,2,-50.8138584278632
"Solar Array",2010,3,9,3,-47.7523186535626
"Solar Array",2010,3,9,4,-41.1949860035147
"Solar Array",2010,3,9,5,-32.3969052157208
"Solar Array",2010,3,9,6,-22.3384842285264
"Solar Array",2010,3,9,7,-11.6605318458821
"Solar Array",2010,3,9,8,-0.802453604168662
"Solar Array",2010,3,9,9,9.87128455428316
"Solar Array",2010,3,9,10,19.9731284360058
"Solar Array",2010,3,9,11,29.0020136124332
"Solar Array",2010,3,9,12,36.2609486892782
"Solar Array",2010,3,9,13,40.8584366996362
"Solar Array",2010,3,9,14,41.9715172720761
"Solar Array",2010,3,9,15,39.3597901695145
"Solar Array",2010,3,9,16,33.5621655479344
"Solar Array",2010,3,9,17,25.4852193674544
"Solar Array",2010,3,9,18,15.9540126406255
"Solar Array",2010,3,9,19,5.57858619739072
"Solar Array",2010,3,9,20,-5.1959550277934
"Solar Array",2010,3,9,21,-16.0001390016254
"Solar Array",2010,3,9,22,-26.448315068807
"Solar Array",2010,3,9,23,-36.0313334573105
"Solar Array",2010,3,9,24,-43.9793559074398
"Solar Array",2010,3,10,1,-49.1699203248117
"Solar Array",2010,3,10,2,-50.4191874261397
"Solar Array",2010,3,10,3,-47.3620400175823
"Solar Array",2010,3,10,4,-40.828220297583
"Solar Array",2010,3,10,5,-32.0545515731903
"Solar Array",2010,3,10,6,-22.0133519808389
"Solar Array",2010,3,10,7,-11.3438088694252
"Solar Array",2010,3,10,8,-0.485616992297082
"Solar Array",2010,3,10,9,10.1962553089441
"Solar Array",2010,3,10,10,20.3136519845598
"Solar Array",2010,3,10,11,29.3638673495118
"Solar Array",2010,3,10,12,36.6450443214629
"Solar Array",2010,3,10,13,41.2552840851229
"Solar Array",2010,3,10,14,42.3593920082333
"Solar Array",2010,3,10,15,39.7157393402608
"Solar Array",2010,3,10,16,33.8761775673459
"Solar Array",2010,3,10,17,25.7607618263122
"Solar Array",2010,3,10,18,16.2008389225019
"Solar Array",2010,3,10,19,5.80786514785196
"Solar Array",2010,3,10,20,-4.97308002842199
"Solar Array",2010,3,10,21,-15.7722864096784
"Solar Array",2010,3,10,22,-26.2030762754919
"Solar Array",2010,3,10,23,-35.7549290404087
"Solar Array",2010,3,10,24,-43.658909919099
"Solar Array",2010,3,11,1,-48.8024010886465
"Solar Array",2010,3,11,2,-50.0235421155348
"Solar Array",2010,3,11,3,-46.9703903007379
"Solar Array",2010,3,11,4,-40.4596450330122
"Solar Array",2010,3,11,5,-31.7102048587812
"Solar Array",2010,3,11,6,-21.6862645215516
"Solar Array",2010,3,11,7,-11.0252851673182
"Solar Array",2010,3,11,8,-0.167176440287207
"Solar Array",2010,3,11,9,10.5226389625281
"Solar Array",2010,3,11,10,20.6554416388488
"Solar Array",2010,3,11,11,29.7269151665484
"Solar Array",2010,3,11,12,37.0303186454913
"Solar Array",2010,3,11,13,41.6531928833497
"Solar Array",2010,3,11,14,42.7478708452825
"Solar Array",2010,3,11,15,40.071583334169
"Solar Array",2010,3,11,16,34.1895214978859
"Solar Array",2010,3,11,17,26.0354095428088
"Solar Array",2010,3,11,18,16.4468205354876
"Solar Array",2010,3,11,19,6.03652175678756
"Solar Array",2010,3,11,20,-4.75050342637036
"Solar Array",2010,3,11,21,-15.5443492114477
"Solar Array",2010,3,11,22,-25.9573517447938
"Solar Array",2010,3,11,23,-35.4776941989812
"Solar Array",2010,3,11,24,-43.3374772989132
"Solar Array",2010,3,12,1,-48.4339922318268
"Solar Array",2010,3,12,2,-49.6270306846577
"Solar Array",2010,3,12,3,-46.5775048981938
"Solar Array",2010,3,12,4,-40.0894095807162
"Solar Array",2010,3,12,5,-31.364015488341
"Solar Array",2010,3,12,6,-21.3573689990675
"Solar Array",2010,3,12,7,-10.7051048917529
"Solar Array",2010,3,12,8,0.152725473726633
"Solar Array",2010,3,12,9,10.8502933677127
"Solar Array",2010,3,12,10,20.9983556643618
"Solar Array",2010,3,12,11,30.0910178963468
"Solar Array",2010,3,12,12,37.4166399671684
"Solar Array",2010,3,12,13,42.0520433129567
"Solar Array",2010,3,12,14,43.1368450380747
"Solar Array",2010,3,12,15,40.4272259065984
"Solar Array",2010,3,12,16,34.5021211966514
"Solar Array",2010,3,12,17,26.3091094795637
"Solar Array",2010,3,12,18,16.6919240113595
"Solar Array",2010,3,12,19,6.264536144034
"Solar Array",2010,3,12,20,-4.52823775009703
"Solar Array",2010,3,12,21,-15.3163389614482
"Solar Array",2010,3,12,22,-25.7111593106454
"Solar Array",2010,3,12,23,-35.1996616925322
"Solar Array",2010,3,12,24,-43.0151139113931
"Solar Array",2010,3,13,1,-48.0647754038811
"Solar Array",2010,3,13,2,-49.2297610786047
"Solar Array",2010,3,13,3,-46.1835183762987
"Solar Array",2010,3,13,4,-39.7176626560507
"Solar Array",2010,3,13,5,-31.0161336438797
"Solar Array",2010,3,13,6,-21.0268125921684
"Solar Array",2010,3,13,7,-10.3834123172039
"Solar Array",2010,3,13,8,0.473946048867433
"Solar Array",2010,3,13,9,11.1790762768888
"Solar Array",2010,3,13,10,21.342252231281
"Solar Array",2010,3,13,11,30.4560362756414
"Solar Array",2010,3,13,12,37.8038765984328
"Solar Array",2010,3,13,13,42.4517159148262
"Solar Array",2010,3,13,14,43.5262065747485
"Solar Array",2010,3,13,15,40.7825720209161
"Solar Array",2010,3,13,16,34.8139021645712
"Solar Array",2010,3,13,17,26.5818103391079
"Solar Array",2010,3,13,18,16.9361173725408
"Solar Array",2010,3,13,19,6.49188947232486
"Solar Array",2010,3,13,20,-4.30629502594878
"Solar Array",2010,3,13,21,-15.0882672923103
"Solar Array",2010,3,13,22,-25.4645174526264
"Solar Array",2010,3,13,23,-34.9208653548413
"Solar Array",2010,3,13,24,-42.6918767318803
"Solar Array",2010,3,14,1,-47.6948328535181
"Solar Array",2010,3,14,3,-48.8318410118193
"Solar Array",2010,3,14,4,-45.7885644710505
"Solar Array",2010,3,14,5,-39.344552273065
"Solar Array",2010,3,14,6,-30.6667091984956
"Solar Array",2010,3,14,7,-20.6947424263412
"Solar Array",2010,3,14,8,-10.0603517580334
"Solar Array",2010,3,14,9,0.796342538886762
"Solar Array",2010,3,14,10,11.5088454122267
"Solar Array",2010,3,14,11,21.6869894739585
"Solar Array",2010,3,14,12,30.8218309891939
"Solar Array",2010,3,14,13,38.1918968842115
"Solar Array",2010,3,14,14,42.8520915699517
"Solar Array",2010,3,14,15,43.9158481949825
"Solar Array",2010,3,14,16,41.1375278682455
"Solar Array",2010,3,14,17,35.1247915549904
"Solar Array",2010,3,14,18,26.8534625480816
"Solar Array",2010,3,14,19,17.1793700926975
"Solar Array",2010,3,14,20,6.718563891953
"Solar Array",2010,3,14,21,-4.08468684135302
"Solar Array",2010,3,14,22,-14.8601459780705
"Solar Array",2010,3,14,23,-25.2174453503135
"Solar Array",2010,3,14,24,-34.6413401285479
"Solar Array",2010,3,15,1,-42.3678238566501
"Solar Array",2010,3,15,2,-47.3242474303777
"Solar Array",2010,3,15,3,-48.4333779799061
"Solar Array",2010,3,15,4,-45.3927760882059
"Solar Array",2010,3,15,5,-38.9702257031299
"Solar Array",2010,3,15,6,-30.315891646048
"Solar Array",2010,3,15,7,-20.3613054941658
"Solar Array",2010,3,15,8,-9.73606748939368
"Solar Array",2010,3,15,9,1.11977222688338
"Solar Array",2010,3,15,10,11.8394585336436
"Solar Array",2010,3,15,11,22.0324255487394
"Solar Array",2010,3,15,12,31.1882627124117
"Solar Array",2010,3,15,13,38.5805692276051
"Solar Array",2010,3,15,14,43.2530515155867
"Solar Array",2010,3,15,15,44.3056634070357
"Solar Array",2010,3,15,16,41.4920008863923
"Solar Array",2010,3,15,17,35.4347181811563
"Solar Array",2010,3,15,18,27.1240182402112
"Solar Array",2010,3,15,19,17.4216530566261
"Solar Array",2010,3,15,20,6.94454248557355
"Solar Array",2010,3,15,21,-3.86342440693223
"Solar Array",2010,3,15,22,-14.6319869954487
"Solar Array",2010,3,15,23,-24.9699629347553
"Solar Array",2010,3,15,24,-34.3611220963843
"Solar Array",2010,3,16,1,-42.0430145101204
"Solar Array",2010,3,16,2,-46.9531025848993
"Solar Array",2010,3,16,3,-48.0344792703971
"Solar Array",2010,3,16,4,-44.9962853048221
"Solar Array",2010,3,16,5,-38.5948294376552
"Solar Array",2010,3,16,6,-29.9638300353749
"Solar Array",2010,3,16,7,-20.0266485796444
"Solar Array",2010,3,16,8,-9.41070367134344
"Solar Array",2010,3,16,9,1.44409249744865
"Solar Array",2010,3,16,10,12.1707735047533
"Solar Array",2010,3,16,11,22.3784186902179
"Solar Array",2010,3,16,12,31.5551921525927
"Solar Array",2010,3,16,13,38.9697621134802
"Solar Array",2010,3,16,14,43.6544773597095
"Solar Array",2010,3,16,15,44.695546503614
"Solar Array",2010,3,16,16,41.8458997779822
"Solar Array",2010,3,16,17,35.7436125226041
"Solar Array",2010,3,16,18,27.3934312380915
"Solar Array",2010,3,16,19,17.6629385194837
"Solar Array",2010,3,16,20,7.16980921320827
"Solar Array",2010,3,16,21,-3.64251861748147
"Solar Array",2010,3,16,22,-14.4038025830724
"Solar Array",2010,3,16,23,-24.7220909370775
"Solar Array",2010,3,16,24,-34.0802485091309
"Solar Array",2010,3,17,1,-41.7175090492937
"Solar Array",2010,3,17,2,-46.5814823664216
"Solar Array",2010,3,17,3,-47.6352519724818
"Solar Array",2010,3,17,4,-44.5992233720211
"Solar Array",2010,3,17,5,-38.2185091546012
"Solar Array",2010,3,17,6,-29.6106729088474
"Solar Array",2010,3,17,7,-19.690918186328
"Solar Array",2010,3,17,8,-9.08440427607529
"Solar Array",2010,3,17,9,1.76916090632118
"Solar Array",2010,3,17,10,12.502648356887
"Solar Array",2010,3,17,11,22.7248272660338
"Solar Array",2010,3,17,12,31.9224800889048
"Solar Array",2010,3,17,13,39.3593441305631
"Solar Array",2010,3,17,14,44.0562510938607
"Solar Array",2010,3,17,15,45.0853925766007
"Solar Array",2010,3,17,16,42.19913452782
"Solar Array",2010,3,17,17,36.051406730441
"Solar Array",2010,3,17,18,27.6616570337852
"Solar Array",2010,3,17,19,17.9032000654037
"Solar Array",2010,3,17,20,7.39434885751427
"Solar Array",2010,3,17,21,-3.42198011176185
"Solar Array",2010,3,17,22,-14.1756052986217
"Solar Array",2010,3,17,23,-24.4738509342285
"Solar Array",2010,3,17,24,-33.7987578103609
"Solar Array",2010,3,18,1,-41.3913689655566
"Solar Array",2010,3,18,2,-46.2094714196109
"Solar Array",2010,3,18,3,-47.235802985711
"Solar Array",2010,3,18,4,-44.201720718793
"Solar Array",2010,3,18,5,-37.8414096884999
"Solar Array",2010,3,18,6,-29.256568245032
"Solar Array",2010,3,18,7,-19.354260469094
"Solar Array",2010,3,18,8,-8.7573130181371
"Solar Array",2010,3,18,9,2.09483524766091
"Solar Array",2010,3,18,10,12.8349413512913
"Solar Array",2010,3,18,11,23.0715098303184
"Solar Array",2010,3,18,12,32.289987411224
"Solar Array",2010,3,18,13,39.7491839921361
"Solar Array",2010,3,18,14,44.4582551044073
"Solar Array",2010,3,18,15,45.4750975306893
"Solar Array",2010,3,18,16,42.5516164194858
"Solar Array",2010,3,18,17,36.3580346315143
"Solar Array",2010,3,18,18,27.9286527682511
"Solar Array",2010,3,18,19,18.1424125655345
"Solar Array",2010,3,18,20,7.61814696935261
"Solar Array",2010,3,18,21,-3.20181933107408
"Solar Array",2010,3,18,22,-13.9474080738822
"Solar Array",2010,3,18,23,-24.2252653918959
"Solar Array",2010,3,18,24,-33.5166896580761
"Solar Array",2010,3,19,1,-41.0646568839731
"Solar Array",2010,3,19,2,-45.8371549793229
"Solar Array",2010,3,19,3,-46.8362390276872
"Solar Array",2010,3,19,4,-43.8039069566416
"Solar Array",2010,3,19,5,-37.4636750036991
"Solar Array",2010,3,19,6,-28.9016634052327
"Solar Array",2010,3,19,7,-19.0168211694006
"Solar Array",2010,3,19,8,-8.4295732875174
"Solar Array",2010,3,19,9,2.42097361905793
"Solar Array",2010,3,19,10,13.1675110396205
"Solar Array",2010,3,19,11,23.4183251759252
"Solar Array",2010,3,19,12,32.6575751579689
"Solar Array",2010,3,19,13,40.1391505554445
"Solar Array",2010,3,19,14,44.8603721822921
"Solar Array",2010,3,19,15,45.8645580959558
"Solar Array",2010,3,19,16,42.9032580511788
"Solar Array",2010,3,19,17,36.6634317314468
"Solar Array",2010,3,19,18,28.1943772095993
"Solar Array",2010,3,19,19,18.3805521355257
"Solar Array",2010,3,19,20,7.84118981369407
"Solar Array",2010,3,19,21,-2.98204657658854
"Solar Array",2010,3,19,22,-13.7192242677028
"Solar Array",2010,3,19,23,-23.9763577046326
"Solar Array",2010,3,19,24,-33.2340849433172
"Solar Array",2010,3,20,1,-40.7374365602005
"Solar Array",2010,3,20,2,-45.4646188639995
"Solar Array",2010,3,20,3,-46.4366666407482
"Solar Array",2010,3,20,4,-43.4059108849104
"Solar Array",2010,3,20,5,-37.0854481705511
"Solar Array",2010,3,20,6,-28.5461050836704
"Solar Array",2010,3,20,7,-18.6787455538431
"Solar Array",2010,3,20,8,-8.10132808544712
"Solar Array",2010,3,20,9,2.74743448440536
"Solar Array",2010,3,20,10,13.5002163228524
"Solar Array",2010,3,20,11,23.765132385573
"Solar Array",2010,3,20,12,33.0251045530758
"Solar Array",2010,3,20,13,40.5291128399445
"Solar Array",2010,3,20,14,45.2624855313379
"Solar Array",2010,3,20,15,46.2536718394075
"Solar Array",2010,3,20,16,43.2539733508059
"Solar Array",2010,3,20,17,36.9675352165077
"Solar Array",2010,3,20,18,28.4587907301669
"Solar Array",2010,3,20,19,18.6175960924814
"Solar Array",2010,3,20,20,8.06346431588484
"Solar Array",2010,3,20,21,-2.76267206541911
"Solar Array",2010,3,20,22,-13.4910677168735
"Solar Array",2010,3,20,23,-23.7271522332396
"Solar Array",2010,3,20,24,-32.9509858058637
"Solar Array",2010,3,21,1,-40.4097728751695
"Solar Array",2010,3,21,2,-45.0919494676911
"Solar Array",2010,3,21,3,-46.0371921976589
"Solar Array",2010,3,21,4,-43.0078604966114
"Solar Array",2010,3,21,5,-36.7068713442635
"Solar Array",2010,3,21,6,-28.1900392610571
"Solar Array",2010,3,21,7,-18.3401783558183
"Solar Array",2010,3,21,8,-7.77271996276292
"Solar Array",2010,3,21,9,3.07407673477907
"Solar Array",2010,3,21,10,13.832916508766
"Solar Array",2010,3,21,11,24.1117908820584
"Solar Array",2010,3,21,12,33.3924370422731
"Solar Array",2010,3,21,13,40.9189400445156
"Solar Array",2010,3,21,14,45.6644787751705
"Solar Array",2010,3,21,15,46.6423371755419
"Solar Array",2010,3,21,16,43.6036775903112
"Solar Array",2010,3,21,17,37.2702839542888
"Solar Array",2010,3,21,18,28.7218552824033
"Solar Array",2010,3,21,19,18.853522911387
"Solar Array",2010,3,21,20,8.284958008285
"Solar Array",2010,3,21,21,-2.54370598543842
"Solar Array",2010,3,21,22,-13.2629527849395
"Solar Array",2010,3,21,23,-23.4776743394705
"Solar Array",2010,3,21,24,-32.6674356471311
"Solar Array",2010,3,22,1,-40.0817318276615
"Solar Array",2010,3,22,2,-44.7192337508031
"Solar Array",2010,3,22,3,-45.6379219063166
"Solar Array",2010,3,22,4,-42.6098829846062
"Solar Array",2010,3,22,5,-36.3280857461449
"Solar Array",2010,3,22,6,-27.8336111613147
"Solar Array",2010,3,22,7,-18.0012637201043
"Solar Array",2010,3,22,8,-7.4438909606699
"Solar Array",2010,3,22,9,3.40075974747094
"Solar Array",2010,3,22,10,14.1654713681288
"Solar Array",2010,3,22,11,24.4581604776888
"Solar Array",2010,3,22,12,33.7594343288208
"Solar Array",2010,3,22,13,41.308501563783
"Solar Array",2010,3,22,14,46.0662359628385
"Solar Array",2010,3,22,15,47.0304533759479
"Solar Array",2010,3,22,16,43.9522873992345
"Solar Array",2010,3,22,17,37.571618493141
"Solar Array",2010,3,22,18,28.9835343735399
"Solar Array",2010,3,22,19,19.0883121810181
"Solar Array",2010,3,22,20,8.50565897728667
"Solar Array",2010,3,22,21,-2.32515854884143
"Solar Array",2010,3,22,22,-13.034894408984
"Solar Array",2010,3,22,23,-23.2279504181215
"Solar Array",2010,3,22,24,-32.3834791403826
"Solar Array",2010,3,23,1,-39.7533805249163
"Solar Array",2010,3,23,2,-44.3465592296473
"Solar Array",2010,3,23,3,-45.238961813483
"Solar Array",2010,3,23,4,-42.2121047479831
"Solar Array",2010,3,23,5,-35.9492316469774
"Solar Array",2010,3,23,6,-27.4769652111859
"Solar Array",2010,3,23,7,-17.6621451501434
"Solar Array",2010,3,23,8,-7.11498255372288
"Solar Array",2010,3,23,9,3.72734344333854
"Solar Array",2010,3,23,10,14.4977411897474
"Solar Array",2010,3,23,11,24.8041014231001
"Solar Array",2010,3,23,12,34.125958408888
"Solar Array",2010,3,23,13,41.6976670036975
"Solar Array",2010,3,23,14,46.4676415732026
"Solar Array",2010,3,23,15,47.4179205779791
"Solar Array",2010,3,23,16,44.2997207774786
"Solar Array",2010,3,23,17,37.8714810603228
"Solar Array",2010,3,23,18,29.243793039024
"Solar Array",2010,3,23,19,19.3219445593225
"Solar Array",2010,3,23,20,8.72555581070843
"Solar Array",2010,3,23,21,-2.10704004447142
"Solar Array",2010,3,23,22,-12.8069081444199
"Solar Array",2010,3,23,23,-22.9780079265859
"Solar Array",2010,3,23,24,-32.0991622383757
"Solar Array",2010,3,24,1,-39.4247871714087
"Solar Array",2010,3,24,2,-43.9740139648892
"Solar Array",2010,3,24,3,-44.8404178075414
"Solar Array",2010,3,24,4,-41.8146513984896
"Solar Array",2010,3,24,5,-35.5704483522579
"Solar Array",2010,3,24,6,-27.1202450024873
"Solar Array",2010,3,24,7,-17.322965457823
"Solar Array",2010,3,24,8,-6.78613559485227
"Solar Array",2010,3,24,9,4.05368834263169
"Solar Array",2010,3,24,10,14.829586834547
"Solar Array",2010,3,24,11,25.1494744556297
"Solar Array",2010,3,24,12,34.4918716067563
"Solar Array",2010,3,24,13,42.0863061965314
"Solar Array",2010,3,24,14,46.8685805181754
"Solar Array",2010,3,24,15,47.8046397925289
"Solar Array",2010,3,24,16,44.645897107262
"Solar Array",2010,3,24,17,38.169815558805
"Solar Array",2010,3,24,18,29.5025978146814
"Solar Array",2010,3,24,19,19.5544017282685
"Solar Array",2010,3,24,20,8.94463754555818
"Solar Array",2010,3,24,21,-1.8893608889302
"Solar Array",2010,3,24,22,-12.579010207831
"Solar Array",2010,3,24,23,-22.7278754119505
"Solar Array",2010,3,24,24,-31.8145321785693
"Solar Array",2010,3,25,1,-39.0960210559164
"Solar Array",2010,3,25,2,-43.601686548959
"Solar Array",2010,3,25,3,-44.4423956202924
"Solar Array",2010,3,25,4,-41.4176477668821
"Solar Array",2010,3,25,5,-35.1918741890528
"Solar Array",2010,3,25,6,-26.7635932567519
"Solar Array",2010,3,25,7,-16.9838667155349
"Solar Array",2010,3,25,8,-6.45749026224543
"Solar Array",2010,3,25,9,4.3796556194694
"Solar Array",2010,3,25,10,15.1608697888391
"Solar Array",2010,3,25,11,25.4941408474197
"Solar Array",2010,3,25,12,34.8570366100316
"Solar Array",2010,3,25,13,42.4742892154553
"Solar Array",2010,3,25,14,47.2689381448964
"Solar Array",2010,3,25,15,48.1905129109256
"Solar Array",2010,3,25,16,44.9907371642166
"Solar Array",2010,3,25,17,38.4665675626675
"Solar Array",2010,3,25,18,29.7599167075738
"Solar Array",2010,3,25,19,19.7856663481417
"Solar Array",2010,3,25,20,9.16289361614841
"Solar Array",2010,3,25,21,-1.67213167650419
"Solar Array",2010,3,25,22,-12.3512175179212
"Solar Array",2010,3,25,23,-22.4775825357262
"Solar Array",2010,3,25,24,-31.5296374860136
"Solar Array",2010,3,26,1,-38.7671525370124
"Solar Array",2010,3,26,2,-43.2296660925047
"Solar Array",2010,3,26,3,-44.0450008277838
"Solar Array",2010,3,26,4,-41.0212179090599
"Solar Array",2010,3,26,5,-34.8136464942265
"Solar Array",2010,3,26,6,-26.4071517920106
"Solar Array",2010,3,26,7,-16.6449902103014
"Solar Array",2010,3,26,8,-6.12918600789462
"Solar Array",2010,3,26,9,4.70510715513824
"Solar Array",2010,3,26,10,15.4914522169533
"Solar Array",2010,3,26,11,25.8379624534288
"Solar Array",2010,3,26,12,35.2213165050639
"Solar Array",2010,3,26,13,42.861486388868
"Solar Array",2010,3,26,14,47.6686002369246
"Solar Array",2010,3,26,15,48.5754427109755
"Solar Array",2010,3,26,16,45.3341631275989
"Solar Array",2010,3,26,17,38.761684311025
"Solar Array",2010,3,26,18,30.0157191655084
"Solar Array",2010,3,26,19,20.0157220112747
"Solar Array",2010,3,26,20,9.3803138025438
"Solar Array",2010,3,26,21,-1.45536322793578
"Solar Array",2010,3,26,22,-12.1235477346223
"Solar Array",2010,3,26,23,-22.2271600962977
"Solar Array",2010,3,26,24,-31.2445279740491
"Solar Array",2010,3,27,1,-38.438253027098
"Solar Array",2010,3,27,2,-42.8580422099514
"Solar Array",2010,3,27,3,-43.6483388501759
"Solar Array",2010,3,27,4,-40.6254851118644
"Solar Array",2010,3,27,5,-34.4359016038044
"Solar Array",2010,3,27,6,-26.0510614914667
"Solar Array",2010,3,27,7,-16.3064763997476
"Solar Array",2010,3,27,8,-5.80136150762083
"Solar Array",2010,3,27,9,5.02990559038783
"Solar Array",2010,3,27,10,15.8211970133994
"Solar Array",2010,3,27,11,26.1808017595315
"Solar Array",2010,3,27,12,35.5845748127707
"Solar Array",2010,3,27,13,43.2477683146592
"Solar Array",2010,3,27,14,48.0674530145386
"Solar Array",2010,3,27,15,48.9593328621642
"Solar Array",2010,3,27,16,45.6760985895591
"Solar Array",2010,3,27,17,39.0551147004015
"Solar Array",2010,3,27,18,30.2699760451597
"Solar Array",2010,3,27,19,20.2445531951824
"Solar Array",2010,3,27,20,9.59688817931688
"Solar Array",2010,3,27,21,-1.23906663808081
"Solar Array",2010,3,27,22,-11.8960192964258
"Solar Array",2010,3,27,23,-21.9766400491877
"Solar Array",2010,3,27,24,-30.9592547429389
"Solar Array",2010,3,28,1,-38.1093949750961
"Solar Array",2010,3,28,2,-42.4869050042228
"Solar Array",2010,3,28,3,-43.2525149506395
"Solar Array",2010,3,28,4,-40.230571898418
"Solar Array",2010,3,28,5,-34.0587748432401
"Solar Array",2010,3,28,6,-25.6954622738199
"Solar Array",2010,3,28,7,-15.9684648697019
"Solar Array",2010,3,28,8,-5.4741546123814
"Solar Array",2010,3,28,9,5.35391437690242
"Solar Array",2010,3,28,10,16.1499678547349
"Solar Array",2010,3,28,11,26.5225219308879
"Solar Array",2010,3,28,12,35.9466755250699
"Solar Array",2010,3,28,13,43.6330058745924
"Solar Array",2010,3,28,14,48.4653831342328
"Solar Array",2010,3,28,15,49.3420879300339
"Solar Array",2010,3,28,16,46.0164685634167
"Solar Array",2010,3,28,17,39.3468092754815
"Solar Array",2010,3,28,18,30.5226595787556
