,Location,Date,Wind_Speed
4035,Wind Farm,2011-09-13 22:00:00,9.3
4036,Wind Farm,2011-09-13 23:00:00,8.9
4037,Wind Farm,2011-09-14 00:00:00,8.2
4038,Wind Farm,2011-09-14 01:00:00,8.0
4039,Wind Farm,2011-09-14 02:00:00,8.2
4040,Wind Farm,2011-09-14 03:00:00,6.7
4041,Wind Farm,2011-09-14 04:00:00,6.3
4042,Wind Farm,2011-09-14 05:00:00,6.9
4043,Wind Farm,2011-09-14 06:00:00,7.2
4044,Wind Farm,2011-09-14 07:00:00,7.0
4045,Wind Farm,2011-09-14 08:00:00,7.0
4046,Wind Farm,2011-09-14 09:00:00,5.6
4047,Wind Farm,2011-09-14 10:00:00,5.7
4048,Wind Farm,2011-09-14 11:00:00,6.1
4049,Wind Farm,2011-09-14 12:00:00,7.3
4050,Wind Farm,2011-09-14 13:00:00,7.5
4051,Wind Farm,2011-09-14 14:00:00,7.8
4052,Wind Farm,2011-09-14 15:00:00,6.9
4053,Wind Farm,2011-09-14 16:00:00,6.7
4054,Wind Farm,2011-09-14 17:00:00,6.2
4055,Wind Farm,2011-09-14 18:00:00,5.1
4056,Wind Farm,2011-09-14 19:00:00,5.0
4057,Wind Farm,2011-09-14 20:00:00,6.9
4058,Wind Farm,2011-09-14 21:00:00,6.2
4059,Wind Farm,2011-09-14 22:00:00,6.0
4060,Wind Farm,2011-09-14 23:00:00,5.3
4061,Wind Farm,2011-09-15 00:00:00,5.0
4062,Wind Farm,2011-09-15 01:00:00,5.2
4063,Wind Farm,2011-09-15 02:00:00,5.2
4064,Wind Farm,2011-09-15 03:00:00,5.0
4065,Wind Farm,2011-09-15 04:00:00,5.1
4066,Wind Farm,2011-09-15 05:00:00,5.1
4067,Wind Farm,2011-09-15 06:00:00,4.3
4068,Wind Farm,2011-09-15 07:00:00,4.0
4069,Wind Farm,2011-09-15 08:00:00,3.5
4070,Wind Farm,2011-09-15 09:00:00,2.9
4071,Wind Farm,2011-09-15 10:00:00,2.6
4072,Wind Farm,2011-09-15 11:00:00,2.7
4073,Wind Farm,2011-09-15 12:00:00,2.4
4074,Wind Farm,2011-09-15 13:00:00,2.2
4075,Wind Farm,2011-09-15 14:00:00,1.7
4076,Wind Farm,2011-09-15 15:00:00,0.9
4077,Wind Farm,2011-09-15 16:00:00,0.7
4078,Wind Farm,2011-09-15 17:00:00,0.8
4079,Wind Farm,2011-09-15 18:00:00,2.3
4080,Wind Farm,2011-09-15 19:00:00,3.0
4081,Wind Farm,2011-09-15 20:00:00,3.2
4082,Wind Farm,2011-09-15 21:00:00,5.2
4083,Wind Farm,2011-09-15 22:00:00,6.8
4084,Wind Farm,2011-09-15 23:00:00,5.9
4085,Wind Farm,2011-09-16 00:00:00,7.0
4086,Wind Farm,2011-09-16 01:00:00,6.3
4087,Wind Farm,2011-09-16 02:00:00,6.9
4088,Wind Farm,2011-09-16 03:00:00,7.4
4089,Wind Farm,2011-09-16 04:00:00,6.3
4090,Wind Farm,2011-09-16 05:00:00,6.9
4091,Wind Farm,2011-09-16 06:00:00,6.5
4092,Wind Farm,2011-09-16 07:00:00,6.4
4093,Wind Farm,2011-09-16 08:00:00,6.5
4094,Wind Farm,2011-09-16 09:00:00,5.6
4095,Wind Farm,2011-09-16 10:00:00,3.0
4096,Wind Farm,2011-09-16 11:00:00,4.7
4097,Wind Farm,2011-09-16 12:00:00,3.0
4098,Wind Farm,2011-09-16 13:00:00,3.6
4099,Wind Farm,2011-09-16 14:00:00,3.6
4100,Wind Farm,2011-09-16 15:00:00,4.6
4101,Wind Farm,2011-09-16 16:00:00,4.8
4102,Wind Farm,2011-09-16 17:00:00,4.3
4103,Wind Farm,2011-09-16 18:00:00,5.4
4104,Wind Farm,2011-09-16 19:00:00,6.2
4105,Wind Farm,2011-09-16 20:00:00,7.4
4106,Wind Farm,2011-09-16 21:00:00,7.5
4107,Wind Farm,2011-09-16 22:00:00,6.6
4108,Wind Farm,2011-09-16 23:00:00,7.0
4109,Wind Farm,2011-09-17 00:00:00,6.3
4110,Wind Farm,2011-09-17 01:00:00,7.0
4111,Wind Farm,2011-09-17 02:00:00,7.4
4112,Wind Farm,2011-09-17 03:00:00,7.4
4113,Wind Farm,2011-09-17 04:00:00,6.9
4114,Wind Farm,2011-09-17 05:00:00,7.1
4115,Wind Farm,2011-09-17 06:00:00,7.1
4116,Wind Farm,2011-09-17 07:00:00,7.4
4117,Wind Farm,2011-09-17 08:00:00,7.1
4118,Wind Farm,2011-09-17 09:00:00,6.5
4119,Wind Farm,2011-09-17 10:00:00,5.8
4120,Wind Farm,2011-09-17 11:00:00,7.5
4121,Wind Farm,2011-09-17 12:00:00,8.0
4122,Wind Farm,2011-09-17 13:00:00,7.7
4123,Wind Farm,2011-09-17 14:00:00,8.8
4124,Wind Farm,2011-09-17 15:00:00,9.1
4125,Wind Farm,2011-09-17 16:00:00,8.9
4126,Wind Farm,2011-09-17 17:00:00,8.2
4127,Wind Farm,2011-09-17 18:00:00,7.7
4128,Wind Farm,2011-09-17 19:00:00,7.5
4129,Wind Farm,2011-09-17 20:00:00,6.2
4130,Wind Farm,2011-09-17 21:00:00,7.3
4131,Wind Farm,2011-09-17 22:00:00,8.8
4132,Wind Farm,2011-09-17 23:00:00,8.5
4133,Wind Farm,2011-09-18 00:00:00,4.8
4134,Wind Farm,2011-09-18 01:00:00,6.4
4135,Wind Farm,2011-09-18 02:00:00,6.5
4136,Wind Farm,2011-09-18 03:00:00,6.4
4137,Wind Farm,2011-09-18 04:00:00,6.6
4138,Wind Farm,2011-09-18 05:00:00,6.7
4139,Wind Farm,2011-09-18 06:00:00,6.9
4140,Wind Farm,2011-09-18 07:00:00,7.5
4141,Wind Farm,2011-09-18 08:00:00,7.1
4142,Wind Farm,2011-09-18 09:00:00,6.9
4143,Wind Farm,2011-09-18 10:00:00,6.7
4144,Wind Farm,2011-09-18 11:00:00,7.8
4145,Wind Farm,2011-09-18 12:00:00,8.0
4146,Wind Farm,2011-09-18 13:00:00,6.7
4147,Wind Farm,2011-09-18 14:00:00,8.1
4148,Wind Farm,2011-09-18 15:00:00,7.5
4149,Wind Farm,2011-09-18 16:00:00,6.3
4150,Wind Farm,2011-09-18 17:00:00,6.1
4151,Wind Farm,2011-09-18 18:00:00,6.6
4152,Wind Farm,2011-09-18 19:00:00,4.6
4153,Wind Farm,2011-09-18 20:00:00,5.0
4154,Wind Farm,2011-09-18 21:00:00,5.5
4155,Wind Farm,2011-09-18 22:00:00,5.5
4156,Wind Farm,2011-09-18 23:00:00,5.2
4157,Wind Farm,2011-09-19 00:00:00,5.3
4158,Wind Farm,2011-09-19 01:00:00,4.6
4159,Wind Farm,2011-09-19 02:00:00,4.2
4160,Wind Farm,2011-09-19 03:00:00,4.5
4161,Wind Farm,2011-09-19 04:00:00,3.4
4162,Wind Farm,2011-09-19 05:00:00,3.1
4163,Wind Farm,2011-09-19 06:00:00,3.2
4164,Wind Farm,2011-09-19 07:00:00,4.4
4165,Wind Farm,2011-09-19 08:00:00,4.9
4166,Wind Farm,2011-09-19 09:00:00,4.6
4167,Wind Farm,2011-09-19 10:00:00,4.3
4168,Wind Farm,2011-09-19 11:00:00,5.4
4169,Wind Farm,2011-09-19 12:00:00,6.5
4170,Wind Farm,2011-09-19 13:00:00,6.3
4171,Wind Farm,2011-09-19 14:00:00,5.3
4172,Wind Farm,2011-09-19 15:00:00,4.9
4173,Wind Farm,2011-09-19 16:00:00,4.9
4174,Wind Farm,2011-09-19 17:00:00,4.4
4175,Wind Farm,2011-09-19 18:00:00,4.4
4176,Wind Farm,2011-09-19 19:00:00,4.7
4177,Wind Farm,2011-09-19 20:00:00,6.2
4178,Wind Farm,2011-09-19 21:00:00,6.0
4179,Wind Farm,2011-09-19 22:00:00,6.3
4180,Wind Farm,2011-09-19 23:00:00,6.8
4181,Wind Farm,2011-09-20 00:00:00,6.9
4182,Wind Farm,2011-09-20 01:00:00,6.6
4183,Wind Farm,2011-09-20 02:00:00,6.8
4184,Wind Farm,2011-09-20 03:00:00,6.0
4185,Wind Farm,2011-09-20 04:00:00,7.0
4186,Wind Farm,2011-09-20 05:00:00,6.4
4187,Wind Farm,2011-09-20 06:00:00,6.4
4188,Wind Farm,2011-09-20 07:00:00,5.7
4189,Wind Farm,2011-09-20 08:00:00,6.3
4190,Wind Farm,2011-09-20 09:00:00,5.6
4191,Wind Farm,2011-09-20 10:00:00,6.1
4192,Wind Farm,2011-09-20 11:00:00,7.0
4193,Wind Farm,2011-09-20 12:00:00,7.0
4194,Wind Farm,2011-09-20 13:00:00,7.0
4195,Wind Farm,2011-09-20 14:00:00,6.7
4196,Wind Farm,2011-09-20 15:00:00,6.7
4197,Wind Farm,2011-09-20 16:00:00,6.3
4198,Wind Farm,2011-09-20 17:00:00,6.3
4199,Wind Farm,2011-09-20 18:00:00,4.6
4200,Wind Farm,2011-09-20 19:00:00,5.3
4201,Wind Farm,2011-09-20 20:00:00,5.5
4202,Wind Farm,2011-09-20 21:00:00,5.6
4203,Wind Farm,2011-09-20 22:00:00,6.0
4204,Wind Farm,2011-09-20 23:00:00,5.9
4205,Wind Farm,2011-09-21 00:00:00,6.0
4206,Wind Farm,2011-09-21 01:00:00,5.6
4207,Wind Farm,2011-09-21 02:00:00,5.7
4208,Wind Farm,2011-09-21 03:00:00,5.0
4209,Wind Farm,2011-09-21 04:00:00,5.4
4210,Wind Farm,2011-09-21 05:00:00,5.5
4211,Wind Farm,2011-09-21 06:00:00,6.1
4212,Wind Farm,2011-09-21 07:00:00,6.8
4213,Wind Farm,2011-09-21 08:00:00,6.3
4214,Wind Farm,2011-09-21 09:00:00,6.3
4215,Wind Farm,2011-09-21 10:00:00,5.6
4216,Wind Farm,2011-09-21 11:00:00,5.0
4217,Wind Farm,2011-09-21 12:00:00,6.3
4218,Wind Farm,2011-09-21 13:00:00,7.0
4219,Wind Farm,2011-09-21 14:00:00,7.3
4220,Wind Farm,2011-09-21 15:00:00,7.9
4221,Wind Farm,2011-09-21 16:00:00,7.5
4222,Wind Farm,2011-09-21 17:00:00,7.4
4223,Wind Farm,2011-09-21 18:00:00,6.8
4224,Wind Farm,2011-09-21 19:00:00,7.1
4225,Wind Farm,2011-09-21 20:00:00,6.1
4226,Wind Farm,2011-09-21 21:00:00,6.4
4227,Wind Farm,2011-09-21 22:00:00,6.2
4228,Wind Farm,2011-09-21 23:00:00,6.7
4229,Wind Farm,2011-09-22 00:00:00,7.1
4230,Wind Farm,2011-09-22 01:00:00,8.0
4231,Wind Farm,2011-09-22 02:00:00,7.2
4232,Wind Farm,2011-09-22 03:00:00,6.6
4233,Wind Farm,2011-09-22 04:00:00,6.1
4234,Wind Farm,2011-09-22 05:00:00,6.5
4235,Wind Farm,2011-09-22 06:00:00,6.6
4236,Wind Farm,2011-09-22 07:00:00,5.9
4237,Wind Farm,2011-09-22 08:00:00,5.8
4238,Wind Farm,2011-09-22 09:00:00,6.0
4239,Wind Farm,2011-09-22 10:00:00,5.5
4240,Wind Farm,2011-09-22 11:00:00,7.0
4241,Wind Farm,2011-09-22 12:00:00,6.4
4242,Wind Farm,2011-09-22 13:00:00,5.8
4243,Wind Farm,2011-09-22 14:00:00,5.6
4244,Wind Farm,2011-09-22 15:00:00,6.4
4245,Wind Farm,2011-09-22 16:00:00,5.2
4246,Wind Farm,2011-09-22 17:00:00,6.3
4247,Wind Farm,2011-09-22 18:00:00,5.2
4248,Wind Farm,2011-09-22 19:00:00,5.4
4249,Wind Farm,2011-09-22 20:00:00,4.5
4250,Wind Farm,2011-09-22 21:00:00,5.0
4251,Wind Farm,2011-09-22 22:00:00,5.1
4252,Wind Farm,2011-09-22 23:00:00,4.2
4253,Wind Farm,2011-09-23 00:00:00,4.3
4254,Wind Farm,2011-09-23 01:00:00,4.4
4255,Wind Farm,2011-09-23 02:00:00,4.0
4256,Wind Farm,2011-09-23 03:00:00,4.9
4257,Wind Farm,2011-09-23 04:00:00,5.2
4258,Wind Farm,2011-09-23 05:00:00,5.1
4259,Wind Farm,2011-09-23 06:00:00,4.7
4260,Wind Farm,2011-09-23 07:00:00,4.2
4261,Wind Farm,2011-09-23 08:00:00,3.8
4262,Wind Farm,2011-09-23 09:00:00,3.0
4263,Wind Farm,2011-09-23 10:00:00,2.3
4264,Wind Farm,2011-09-23 11:00:00,2.5
4265,Wind Farm,2011-09-23 12:00:00,2.6
4266,Wind Farm,2011-09-23 13:00:00,3.0
4267,Wind Farm,2011-09-23 14:00:00,3.1
4268,Wind Farm,2011-09-23 15:00:00,2.2
4269,Wind Farm,2011-09-23 16:00:00,1.5
4270,Wind Farm,2011-09-23 17:00:00,1.0
4271,Wind Farm,2011-09-23 18:00:00,1.0
4272,Wind Farm,2011-09-23 19:00:00,1.4
4273,Wind Farm,2011-09-23 20:00:00,1.6
4274,Wind Farm,2011-09-23 21:00:00,0.7
4275,Wind Farm,2011-09-23 22:00:00,3.0
4276,Wind Farm,2011-09-23 23:00:00,6.5
4277,Wind Farm,2011-09-24 00:00:00,6.0
4278,Wind Farm,2011-09-24 01:00:00,5.2
4279,Wind Farm,2011-09-24 02:00:00,4.9
4280,Wind Farm,2011-09-24 03:00:00,4.6
4281,Wind Farm,2011-09-24 04:00:00,4.4
4282,Wind Farm,2011-09-24 05:00:00,4.6
4283,Wind Farm,2011-09-24 06:00:00,4.9
4284,Wind Farm,2011-09-24 07:00:00,4.6
4285,Wind Farm,2011-09-24 08:00:00,4.0
4286,Wind Farm,2011-09-24 09:00:00,4.0
4287,Wind Farm,2011-09-24 10:00:00,2.4
4288,Wind Farm,2011-09-24 11:00:00,1.6
4289,Wind Farm,2011-09-24 12:00:00,1.1
4290,Wind Farm,2011-09-24 13:00:00,1.4
4291,Wind Farm,2011-09-24 14:00:00,3.4
4292,Wind Farm,2011-09-24 15:00:00,2.2
4293,Wind Farm,2011-09-24 16:00:00,2.1
4294,Wind Farm,2011-09-24 17:00:00,1.4
4295,Wind Farm,2011-09-24 18:00:00,2.1
4296,Wind Farm,2011-09-24 19:00:00,1.9
4297,Wind Farm,2011-09-24 20:00:00,1.4
4298,Wind Farm,2011-09-24 21:00:00,1.4
4299,Wind Farm,2011-09-24 22:00:00,1.9
4300,Wind Farm,2011-09-24 23:00:00,2.7
4301,Wind Farm,2011-09-25 00:00:00,3.5
4302,Wind Farm,2011-09-25 01:00:00,3.0
4303,Wind Farm,2011-09-25 02:00:00,2.7
4304,Wind Farm,2011-09-25 03:00:00,2.6
4305,Wind Farm,2011-09-25 04:00:00,3.5
4306,Wind Farm,2011-09-25 05:00:00,3.6
4307,Wind Farm,2011-09-25 06:00:00,3.8
4308,Wind Farm,2011-09-25 07:00:00,4.2
4309,Wind Farm,2011-09-25 08:00:00,5.6
4310,Wind Farm,2011-09-25 09:00:00,5.5
4311,Wind Farm,2011-09-25 10:00:00,3.1
4312,Wind Farm,2011-09-25 11:00:00,2.8
4313,Wind Farm,2011-09-25 12:00:00,3.4
4314,Wind Farm,2011-09-25 13:00:00,3.3
4315,Wind Farm,2011-09-25 14:00:00,4.2
4316,Wind Farm,2011-09-25 15:00:00,3.8
4317,Wind Farm,2011-09-25 16:00:00,3.6
4318,Wind Farm,2011-09-25 17:00:00,3.8
4319,Wind Farm,2011-09-25 18:00:00,4.4
4320,Wind Farm,2011-09-25 19:00:00,4.4
4321,Wind Farm,2011-09-25 20:00:00,6.5
4322,Wind Farm,2011-09-25 21:00:00,7.2
4323,Wind Farm,2011-09-25 22:00:00,7.1
4324,Wind Farm,2011-09-25 23:00:00,7.4
4325,Wind Farm,2011-09-26 00:00:00,6.7
4326,Wind Farm,2011-09-26 01:00:00,5.5
4327,Wind Farm,2011-09-26 02:00:00,5.6
4328,Wind Farm,2011-09-26 03:00:00,6.3
4329,Wind Farm,2011-09-26 04:00:00,7.3
4330,Wind Farm,2011-09-26 05:00:00,6.8
4331,Wind Farm,2011-09-26 06:00:00,6.4
4332,Wind Farm,2011-09-26 07:00:00,5.8
4333,Wind Farm,2011-09-26 08:00:00,5.2
4334,Wind Farm,2011-09-26 09:00:00,5.1
4335,Wind Farm,2011-09-26 10:00:00,5.2
4336,Wind Farm,2011-09-26 11:00:00,5.1
4337,Wind Farm,2011-09-26 12:00:00,5.6
4338,Wind Farm,2011-09-26 13:00:00,6.1
4339,Wind Farm,2011-09-26 14:00:00,6.1
4340,Wind Farm,2011-09-26 15:00:00,5.5
4341,Wind Farm,2011-09-26 16:00:00,5.1
4342,Wind Farm,2011-09-26 17:00:00,4.7
4343,Wind Farm,2011-09-26 18:00:00,4.3
4344,Wind Farm,2011-09-26 19:00:00,3.6
4345,Wind Farm,2011-09-26 20:00:00,3.1
4346,Wind Farm,2011-09-26 21:00:00,3.7
4347,Wind Farm,2011-09-26 22:00:00,4.2
4348,Wind Farm,2011-09-26 23:00:00,2.8
4349,Wind Farm,2011-09-27 00:00:00,2.1
4350,Wind Farm,2011-09-27 01:00:00,3.1
4351,Wind Farm,2011-09-27 02:00:00,4.3
4352,Wind Farm,2011-09-27 03:00:00,3.3
4353,Wind Farm,2011-09-27 04:00:00,2.5
4354,Wind Farm,2011-09-27 05:00:00,1.0
4355,Wind Farm,2011-09-27 06:00:00,1.3
4356,Wind Farm,2011-09-27 07:00:00,1.0
4357,Wind Farm,2011-09-27 08:00:00,0.7
4358,Wind Farm,2011-09-27 09:00:00,1.9
4359,Wind Farm,2011-09-27 10:00:00,1.7
4360,Wind Farm,2011-09-27 11:00:00,1.0
4361,Wind Farm,2011-09-27 12:00:00,1.2
4362,Wind Farm,2011-09-27 13:00:00,1.4
4363,Wind Farm,2011-09-27 14:00:00,1.6
4364,Wind Farm,2011-09-27 15:00:00,2.4
4365,Wind Farm,2011-09-27 16:00:00,2.2
4366,Wind Farm,2011-09-27 17:00:00,1.9
4367,Wind Farm,2011-09-27 18:00:00,2.8
4368,Wind Farm,2011-09-27 19:00:00,3.6
4369,Wind Farm,2011-09-27 20:00:00,4.0
4370,Wind Farm,2011-09-27 21:00:00,4.9
4371,Wind Farm,2011-09-27 22:00:00,5.5
4372,Wind Farm,2011-09-27 23:00:00,6.1
4373,Wind Farm,2011-09-28 00:00:00,6.6
4374,Wind Farm,2011-09-28 01:00:00,5.4
4375,Wind Farm,2011-09-28 02:00:00,5.6
4376,Wind Farm,2011-09-28 03:00:00,4.3
4377,Wind Farm,2011-09-28 04:00:00,4.2
4378,Wind Farm,2011-09-28 05:00:00,4.2
4379,Wind Farm,2011-09-28 06:00:00,4.5
4380,Wind Farm,2011-09-28 07:00:00,5.3
4381,Wind Farm,2011-09-28 08:00:00,6.2
4382,Wind Farm,2011-09-28 09:00:00,7.0
4383,Wind Farm,2011-09-28 10:00:00,3.6
4384,Wind Farm,2011-09-28 11:00:00,2.3
4385,Wind Farm,2011-09-28 12:00:00,2.9
4386,Wind Farm,2011-09-28 13:00:00,3.1
4387,Wind Farm,2011-09-28 14:00:00,3.3
4388,Wind Farm,2011-09-28 15:00:00,3.9
4389,Wind Farm,2011-09-28 16:00:00,3.1
4390,Wind Farm,2011-09-28 17:00:00,2.6
4391,Wind Farm,2011-09-28 18:00:00,3.5
4392,Wind Farm,2011-09-28 19:00:00,5.7
4393,Wind Farm,2011-09-28 20:00:00,7.3
4394,Wind Farm,2011-09-28 21:00:00,7.2
4395,Wind Farm,2011-09-28 22:00:00,7.4
4396,Wind Farm,2011-09-28 23:00:00,6.2
4397,Wind Farm,2011-09-29 00:00:00,6.7
4398,Wind Farm,2011-09-29 01:00:00,7.3
4399,Wind Farm,2011-09-29 02:00:00,7.8
4400,Wind Farm,2011-09-29 03:00:00,5.9
4401,Wind Farm,2011-09-29 04:00:00,7.0
4402,Wind Farm,2011-09-29 05:00:00,7.5
4403,Wind Farm,2011-09-29 06:00:00,7.9
4404,Wind Farm,2011-09-29 07:00:00,7.5
4405,Wind Farm,2011-09-29 08:00:00,7.5
4406,Wind Farm,2011-09-29 09:00:00,7.1
4407,Wind Farm,2011-09-29 10:00:00,5.0
4408,Wind Farm,2011-09-29 11:00:00,3.5
4409,Wind Farm,2011-09-29 12:00:00,3.2
4410,Wind Farm,2011-09-29 13:00:00,3.5
4411,Wind Farm,2011-09-29 14:00:00,3.2
4412,Wind Farm,2011-09-29 15:00:00,3.2
4413,Wind Farm,2011-09-29 16:00:00,3.2
4414,Wind Farm,2011-09-29 17:00:00,3.1
4415,Wind Farm,2011-09-29 18:00:00,2.4
4416,Wind Farm,2011-09-29 19:00:00,3.5
4417,Wind Farm,2011-09-29 20:00:00,5.3
4418,Wind Farm,2011-09-29 21:00:00,6.1
4419,Wind Farm,2011-09-29 22:00:00,6.2
4420,Wind Farm,2011-09-29 23:00:00,7.3
4421,Wind Farm,2011-09-30 00:00:00,8.1
4422,Wind Farm,2011-09-30 01:00:00,8.4
4423,Wind Farm,2011-09-30 02:00:00,8.3
4424,Wind Farm,2011-09-30 03:00:00,8.3
4425,Wind Farm,2011-09-30 04:00:00,7.2
4426,Wind Farm,2011-09-30 05:00:00,5.9
4427,Wind Farm,2011-09-30 06:00:00,5.3
4428,Wind Farm,2011-09-30 07:00:00,5.4
4429,Wind Farm,2011-09-30 08:00:00,6.6
4430,Wind Farm,2011-09-30 09:00:00,5.5
4431,Wind Farm,2011-09-30 10:00:00,3.5
4432,Wind Farm,2011-09-30 11:00:00,2.6
4433,Wind Farm,2011-09-30 12:00:00,2.1
4434,Wind Farm,2011-09-30 13:00:00,2.5
4435,Wind Farm,2011-09-30 14:00:00,2.6
4436,Wind Farm,2011-09-30 15:00:00,2.8
4437,Wind Farm,2011-09-30 16:00:00,2.8
4438,Wind Farm,2011-09-30 17:00:00,2.6
4439,Wind Farm,2011-09-30 18:00:00,2.4
4440,Wind Farm,2011-09-30 19:00:00,2.7
4441,Wind Farm,2011-09-30 20:00:00,2.9
4442,Wind Farm,2011-09-30 21:00:00,2.3
4443,Wind Farm,2011-09-30 22:00:00,1.7
4444,Wind Farm,2011-09-30 23:00:00,1.6
4445,Wind Farm,2011-10-01 00:00:00,2.0
4446,Wind Farm,2011-10-01 01:00:00,2.0
4447,Wind Farm,2011-10-01 02:00:00,2.3
4448,Wind Farm,2011-10-01 03:00:00,2.7
4449,Wind Farm,2011-10-01 04:00:00,2.3
4450,Wind Farm,2011-10-01 05:00:00,2.2
4451,Wind Farm,2011-10-01 06:00:00,2.1
4452,Wind Farm,2011-10-01 07:00:00,2.1
4453,Wind Farm,2011-10-01 08:00:00,1.9
4454,Wind Farm,2011-10-01 09:00:00,1.8
4455,Wind Farm,2011-10-01 10:00:00,1.4
4456,Wind Farm,2011-10-01 11:00:00,2.0
4457,Wind Farm,2011-10-01 12:00:00,1.9
4458,Wind Farm,2011-10-01 13:00:00,1.1
4459,Wind Farm,2011-10-01 14:00:00,1.0
4460,Wind Farm,2011-10-01 15:00:00,1.2
4461,Wind Farm,2011-10-01 16:00:00,1.1
4462,Wind Farm,2011-10-01 17:00:00,1.1
4463,Wind Farm,2011-10-01 18:00:00,1.2
4464,Wind Farm,2011-10-01 19:00:00,1.5
4465,Wind Farm,2011-10-01 20:00:00,2.4
4466,Wind Farm,2011-10-01 21:00:00,2.6
4467,Wind Farm,2011-10-01 22:00:00,2.9
4468,Wind Farm,2011-10-01 23:00:00,3.8
4469,Wind Farm,2011-10-02 00:00:00,3.3
4470,Wind Farm,2011-10-02 01:00:00,3.6
4471,Wind Farm,2011-10-02 02:00:00,3.5
4472,Wind Farm,2011-10-02 03:00:00,2.2
4473,Wind Farm,2011-10-02 04:00:00,1.8
4474,Wind Farm,2011-10-02 05:00:00,1.2
4475,Wind Farm,2011-10-02 06:00:00,0.2
4476,Wind Farm,2011-10-02 07:00:00,0.3
4477,Wind Farm,2011-10-02 08:00:00,0.2
4478,Wind Farm,2011-10-02 09:00:00,0.3
4479,Wind Farm,2011-10-02 10:00:00,0.7
4480,Wind Farm,2011-10-02 11:00:00,1.0
4481,Wind Farm,2011-10-02 12:00:00,1.0
4482,Wind Farm,2011-10-02 13:00:00,0.7
4483,Wind Farm,2011-10-02 14:00:00,1.1
4484,Wind Farm,2011-10-02 15:00:00,1.9
4485,Wind Farm,2011-10-02 16:00:00,2.1
4486,Wind Farm,2011-10-02 17:00:00,1.7
4487,Wind Farm,2011-10-02 18:00:00,1.9
4488,Wind Farm,2011-10-02 19:00:00,2.3
4489,Wind Farm,2011-10-02 20:00:00,2.2
4490,Wind Farm,2011-10-02 21:00:00,1.6
4491,Wind Farm,2011-10-02 22:00:00,1.5
4492,Wind Farm,2011-10-02 23:00:00,0.4
4493,Wind Farm,2011-10-03 00:00:00,1.4
4494,Wind Farm,2011-10-03 01:00:00,1.8
4495,Wind Farm,2011-10-03 02:00:00,2.7
4496,Wind Farm,2011-10-03 03:00:00,3.6
4497,Wind Farm,2011-10-03 04:00:00,4.2
4498,Wind Farm,2011-10-03 05:00:00,5.4
4499,Wind Farm,2011-10-03 06:00:00,5.8
4500,Wind Farm,2011-10-03 07:00:00,5.9
4501,Wind Farm,2011-10-03 08:00:00,6.3
4502,Wind Farm,2011-10-03 09:00:00,6.1
4503,Wind Farm,2011-10-03 10:00:00,5.3
4504,Wind Farm,2011-10-03 11:00:00,5.2
4505,Wind Farm,2011-10-03 12:00:00,4.6
4506,Wind Farm,2011-10-03 13:00:00,5.4
4507,Wind Farm,2011-10-03 14:00:00,6.1
4508,Wind Farm,2011-10-03 15:00:00,5.9
4509,Wind Farm,2011-10-03 16:00:00,5.7
4510,Wind Farm,2011-10-03 17:00:00,5.4
4511,Wind Farm,2011-10-03 18:00:00,5.7
4512,Wind Farm,2011-10-03 19:00:00,6.5
4513,Wind Farm,2011-10-03 20:00:00,7.9
4514,Wind Farm,2011-10-03 21:00:00,8.0
4515,Wind Farm,2011-10-03 22:00:00,7.8
4516,Wind Farm,2011-10-03 23:00:00,8.9
4517,Wind Farm,2011-10-04 00:00:00,9.2
4518,Wind Farm,2011-10-04 01:00:00,7.9
4519,Wind Farm,2011-10-04 02:00:00,7.6
4520,Wind Farm,2011-10-04 03:00:00,7.3
4521,Wind Farm,2011-10-04 04:00:00,7.7
4522,Wind Farm,2011-10-04 05:00:00,7.7
4523,Wind Farm,2011-10-04 06:00:00,8.2
4524,Wind Farm,2011-10-04 07:00:00,5.4
4525,Wind Farm,2011-10-04 08:00:00,5.2
4526,Wind Farm,2011-10-04 09:00:00,5.3
4527,Wind Farm,2011-10-04 10:00:00,4.9
4528,Wind Farm,2011-10-04 11:00:00,5.0
4529,Wind Farm,2011-10-04 12:00:00,5.1
4530,Wind Farm,2011-10-04 13:00:00,6.2
4531,Wind Farm,2011-10-04 14:00:00,6.7
4532,Wind Farm,2011-10-04 15:00:00,7.0
4533,Wind Farm,2011-10-04 16:00:00,7.7
4534,Wind Farm,2011-10-04 17:00:00,6.1
4535,Wind Farm,2011-10-04 18:00:00,6.4
4536,Wind Farm,2011-10-04 19:00:00,6.0
4537,Wind Farm,2011-10-04 20:00:00,7.0
4538,Wind Farm,2011-10-04 21:00:00,7.1
4539,Wind Farm,2011-10-04 22:00:00,7.1
4540,Wind Farm,2011-10-04 23:00:00,6.5
4541,Wind Farm,2011-10-05 00:00:00,6.6
4542,Wind Farm,2011-10-05 01:00:00,6.4
4543,Wind Farm,2011-10-05 02:00:00,6.4
4544,Wind Farm,2011-10-05 03:00:00,7.1
4545,Wind Farm,2011-10-05 04:00:00,6.7
4546,Wind Farm,2011-10-05 05:00:00,7.0
4547,Wind Farm,2011-10-05 06:00:00,7.1
4548,Wind Farm,2011-10-05 07:00:00,6.7
4549,Wind Farm,2011-10-05 08:00:00,6.6
4550,Wind Farm,2011-10-05 09:00:00,7.3
4551,Wind Farm,2011-10-05 10:00:00,7.6
