,Date,KWH,Source
2522,2010-08-07 19:00:00,48310.94,Solar
2523,2010-08-07 20:00:00,18001.68,Solar
2524,2010-08-07 21:00:00,5956.66,Solar
2525,2010-08-08 09:00:00,5358.7,Solar
2526,2010-08-08 10:00:00,6727.8,Solar
2527,2010-08-08 11:00:00,59927.12,Solar
2528,2010-08-08 12:00:00,81783.56,Solar
2529,2010-08-08 13:00:00,119008.04,Solar
2530,2010-08-08 14:00:00,68853.56,Solar
2531,2010-08-08 15:00:00,96367.38,Solar
2532,2010-08-08 16:00:00,88795.44,Solar
2533,2010-08-08 17:00:00,86292.34,Solar
2534,2010-08-08 18:00:00,69603.62,Solar
2535,2010-08-08 19:00:00,35267.0,Solar
2536,2010-08-08 20:00:00,18509.5,Solar
2537,2010-08-08 21:00:00,5180.08,Solar
2538,2010-08-09 09:00:00,20867.52,Solar
2539,2010-08-09 10:00:00,17427.28,Solar
2540,2010-08-09 11:00:00,26178.7,Solar
2541,2010-08-09 12:00:00,31462.96,Solar
2542,2010-08-09 13:00:00,27641.04,Solar
2543,2010-08-09 14:00:00,45168.68,Solar
2544,2010-08-09 15:00:00,16095.86,Solar
2545,2010-08-09 16:00:00,89299.04,Solar
2546,2010-08-09 17:00:00,16789.3,Solar
2547,2010-08-09 18:00:00,70368.38,Solar
2548,2010-08-09 19:00:00,55777.54,Solar
2549,2010-08-09 20:00:00,16737.56,Solar
2550,2010-08-09 21:00:00,3965.8,Solar
2551,2010-08-10 08:00:00,5834.7799675,Solar
2552,2010-08-10 09:00:00,16441.06,Solar
2553,2010-08-10 10:00:00,18066.12,Solar
2554,2010-08-10 11:00:00,19995.86,Solar
2555,2010-08-10 12:00:00,23885.88,Solar
2556,2010-08-10 13:00:00,30409.2,Solar
2557,2010-08-10 14:00:00,86628.02,Solar
2558,2010-08-10 15:00:00,88847.98,Solar
2559,2010-08-10 16:00:00,119936.46,Solar
2560,2010-08-10 17:00:00,119544.36,Solar
2561,2010-08-10 18:00:00,89289.04,Solar
2562,2010-08-10 19:00:00,58766.4,Solar
2563,2010-08-10 20:00:00,17402.98,Solar
2564,2010-08-10 21:00:00,3595.84,Solar
2565,2010-08-11 08:00:00,5233.221612300001,Solar
2566,2010-08-11 09:00:00,22647.44,Solar
2567,2010-08-11 10:00:00,65757.66,Solar
2568,2010-08-11 11:00:00,62894.06,Solar
2569,2010-08-11 12:00:00,78777.04,Solar
2570,2010-08-11 13:00:00,45042.0,Solar
2571,2010-08-11 14:00:00,23969.08,Solar
2572,2010-08-11 15:00:00,39267.52,Solar
2573,2010-08-11 16:00:00,90174.0,Solar
2574,2010-08-11 17:00:00,74432.68,Solar
2575,2010-08-11 18:00:00,15733.66,Solar
2576,2010-08-11 19:00:00,14824.64,Solar
2577,2010-08-11 20:00:00,9148.72,Solar
2578,2010-08-12 09:00:00,9876.72,Solar
2579,2010-08-12 10:00:00,34757.64,Solar
2580,2010-08-12 11:00:00,55225.94,Solar
2581,2010-08-12 12:00:00,90488.48,Solar
2582,2010-08-12 13:00:00,126366.14,Solar
2583,2010-08-12 14:00:00,128883.44,Solar
2584,2010-08-12 15:00:00,155565.06,Solar
2585,2010-08-12 16:00:00,129932.08,Solar
2586,2010-08-12 17:00:00,129489.22,Solar
2587,2010-08-12 18:00:00,98431.74,Solar
2588,2010-08-12 19:00:00,55769.26,Solar
2589,2010-08-12 20:00:00,15678.02,Solar
2590,2010-08-12 21:00:00,3618.9,Solar
2591,2010-08-13 08:00:00,4203.8716377,Solar
2592,2010-08-13 09:00:00,19701.56,Solar
2593,2010-08-13 10:00:00,57206.3,Solar
2594,2010-08-13 11:00:00,97973.72,Solar
2595,2010-08-13 12:00:00,128653.86,Solar
2596,2010-08-13 13:00:00,151450.0,Solar
2597,2010-08-13 14:00:00,132910.16,Solar
2598,2010-08-13 15:00:00,115249.98,Solar
2599,2010-08-13 16:00:00,102234.42,Solar
2600,2010-08-13 17:00:00,74883.26,Solar
2601,2010-08-13 18:00:00,84805.82,Solar
2602,2010-08-13 19:00:00,52830.6,Solar
2603,2010-08-13 20:00:00,13625.78,Solar
2604,2010-08-13 21:00:00,2915.3466449000002,Solar
2605,2010-08-14 10:00:00,43004.76,Solar
2606,2010-08-14 11:00:00,78284.78,Solar
2607,2010-08-14 12:00:00,83133.1,Solar
2608,2010-08-14 13:00:00,53917.2,Solar
2609,2010-08-14 14:00:00,31159.72,Solar
2610,2010-08-14 15:00:00,57543.98,Solar
2611,2010-08-14 16:00:00,49538.74,Solar
2612,2010-08-14 17:00:00,57231.36,Solar
2613,2010-08-14 18:00:00,59176.74,Solar
2614,2010-08-14 19:00:00,24228.7,Solar
2615,2010-08-14 20:00:00,20294.96,Solar
2616,2010-08-14 21:00:00,4565.42,Solar
2617,2010-08-15 09:00:00,16085.9,Solar
2618,2010-08-15 10:00:00,52156.56,Solar
2619,2010-08-15 11:00:00,74500.06,Solar
2620,2010-08-15 12:00:00,68871.92,Solar
2621,2010-08-15 13:00:00,118006.5,Solar
2622,2010-08-15 14:00:00,106809.64,Solar
2623,2010-08-15 15:00:00,144519.24,Solar
2624,2010-08-15 16:00:00,134663.84,Solar
2625,2010-08-15 17:00:00,136771.12,Solar
2626,2010-08-15 18:00:00,105912.38,Solar
2627,2010-08-15 19:00:00,58498.36,Solar
2628,2010-08-15 20:00:00,14099.2,Solar
2629,2010-08-15 21:00:00,2746.7685163,Solar
2630,2010-08-16 09:00:00,18048.34,Solar
2631,2010-08-16 10:00:00,62917.08,Solar
2632,2010-08-16 11:00:00,100827.66,Solar
2633,2010-08-16 12:00:00,133283.66,Solar
2634,2010-08-16 13:00:00,168490.08,Solar
2635,2010-08-16 14:00:00,179479.28,Solar
2636,2010-08-16 15:00:00,179737.64,Solar
2637,2010-08-16 16:00:00,167939.28,Solar
2638,2010-08-16 17:00:00,144465.46,Solar
2639,2010-08-16 18:00:00,109048.68,Solar
2640,2010-08-16 19:00:00,59459.04,Solar
2641,2010-08-16 20:00:00,14552.86,Solar
2642,2010-08-16 21:00:00,2814.5206043000003,Solar
2643,2010-08-17 08:00:00,4092.5152536,Solar
2644,2010-08-17 09:00:00,15472.3,Solar
2645,2010-08-17 10:00:00,38527.24,Solar
2646,2010-08-17 11:00:00,107265.44,Solar
2647,2010-08-17 12:00:00,137051.68,Solar
2648,2010-08-17 13:00:00,139453.66,Solar
2649,2010-08-17 14:00:00,153029.68,Solar
2650,2010-08-17 15:00:00,127157.96,Solar
2651,2010-08-17 16:00:00,152487.7,Solar
2652,2010-08-17 17:00:00,138777.74,Solar
2653,2010-08-17 18:00:00,62009.32,Solar
2654,2010-08-17 19:00:00,42868.42,Solar
2655,2010-08-17 20:00:00,16861.38,Solar
2656,2010-08-17 21:00:00,3615.78,Solar
2657,2010-08-18 09:00:00,13476.28,Solar
2658,2010-08-18 10:00:00,59520.64,Solar
2659,2010-08-18 11:00:00,106604.42,Solar
2660,2010-08-18 12:00:00,138777.86,Solar
2661,2010-08-18 13:00:00,158086.92,Solar
2662,2010-08-18 14:00:00,170530.66,Solar
2663,2010-08-18 15:00:00,170702.46,Solar
2664,2010-08-18 16:00:00,158501.72,Solar
2665,2010-08-18 17:00:00,136525.5,Solar
2666,2010-08-18 18:00:00,102978.96,Solar
2667,2010-08-18 19:00:00,53999.82,Solar
2668,2010-08-18 20:00:00,14119.8,Solar
2669,2010-08-18 21:00:00,2646.4195362,Solar
2670,2010-08-19 09:00:00,17094.66,Solar
2671,2010-08-19 10:00:00,47949.7,Solar
2672,2010-08-19 11:00:00,61506.38,Solar
2673,2010-08-19 12:00:00,115619.56,Solar
2674,2010-08-19 13:00:00,127247.12,Solar
2675,2010-08-19 14:00:00,103209.74,Solar
2676,2010-08-19 15:00:00,79722.06,Solar
2677,2010-08-19 16:00:00,114552.96,Solar
2678,2010-08-19 17:00:00,101719.52,Solar
2679,2010-08-19 18:00:00,40918.1,Solar
2680,2010-08-19 19:00:00,18122.06,Solar
2681,2010-08-19 20:00:00,2763.2,Solar
2682,2010-08-20 09:00:00,13211.78,Solar
2683,2010-08-20 10:00:00,34149.14,Solar
2684,2010-08-20 11:00:00,38902.26,Solar
2685,2010-08-20 12:00:00,74658.98,Solar
2686,2010-08-20 13:00:00,56770.08,Solar
2687,2010-08-20 14:00:00,132006.28,Solar
2688,2010-08-20 15:00:00,145217.22,Solar
2689,2010-08-20 16:00:00,142411.84,Solar
2690,2010-08-20 17:00:00,112115.94,Solar
2691,2010-08-20 18:00:00,80394.02,Solar
2692,2010-08-20 19:00:00,41457.4,Solar
2693,2010-08-20 20:00:00,13573.84,Solar
2694,2010-08-21 09:00:00,6876.18,Solar
2695,2010-08-21 10:00:00,12698.54,Solar
2696,2010-08-21 11:00:00,23835.96,Solar
2697,2010-08-21 12:00:00,27217.96,Solar
2698,2010-08-21 13:00:00,36969.5,Solar
2699,2010-08-21 14:00:00,73687.2,Solar
2700,2010-08-21 15:00:00,102461.84,Solar
2701,2010-08-21 16:00:00,63145.3,Solar
2702,2010-08-21 17:00:00,130456.0,Solar
2703,2010-08-21 18:00:00,94581.32,Solar
2704,2010-08-21 19:00:00,47008.4,Solar
2705,2010-08-21 20:00:00,8094.68,Solar
2706,2010-08-22 09:00:00,9920.34,Solar
2707,2010-08-22 10:00:00,16109.98,Solar
2708,2010-08-22 11:00:00,42096.06,Solar
2709,2010-08-22 12:00:00,120232.76,Solar
2710,2010-08-22 13:00:00,105823.34,Solar
2711,2010-08-22 14:00:00,118317.76,Solar
2712,2010-08-22 15:00:00,138061.2,Solar
2713,2010-08-22 16:00:00,108627.7,Solar
2714,2010-08-22 17:00:00,71014.18,Solar
2715,2010-08-22 18:00:00,68169.32,Solar
2716,2010-08-22 19:00:00,55291.82,Solar
2717,2010-08-22 20:00:00,13185.98,Solar
2718,2010-08-23 09:00:00,8845.28,Solar
2719,2010-08-23 10:00:00,16502.42,Solar
2720,2010-08-23 11:00:00,46814.44,Solar
2721,2010-08-23 12:00:00,54261.46,Solar
2722,2010-08-23 13:00:00,43549.82,Solar
2723,2010-08-23 14:00:00,61494.76,Solar
2724,2010-08-23 15:00:00,61482.1,Solar
2725,2010-08-23 16:00:00,59601.88,Solar
2726,2010-08-23 17:00:00,38777.94,Solar
2727,2010-08-23 18:00:00,62744.36,Solar
2728,2010-08-23 19:00:00,15398.22,Solar
2729,2010-08-23 20:00:00,5311.5,Solar
2730,2010-08-24 09:00:00,18478.92,Solar
2731,2010-08-24 10:00:00,61286.84,Solar
2732,2010-08-24 11:00:00,77974.22,Solar
2733,2010-08-24 12:00:00,45638.9,Solar
2734,2010-08-24 13:00:00,39156.54,Solar
2735,2010-08-24 14:00:00,67094.58,Solar
2736,2010-08-24 15:00:00,44027.96,Solar
2737,2010-08-24 16:00:00,35243.46,Solar
2738,2010-08-24 17:00:00,29576.92,Solar
2739,2010-08-24 18:00:00,32401.0,Solar
2740,2010-08-24 19:00:00,21197.8,Solar
2741,2010-08-24 20:00:00,7274.44,Solar
2742,2010-08-25 09:00:00,11074.72,Solar
2743,2010-08-25 10:00:00,40434.04,Solar
2744,2010-08-25 11:00:00,96006.78,Solar
2745,2010-08-25 12:00:00,122410.62,Solar
2746,2010-08-25 13:00:00,109370.6,Solar
2747,2010-08-25 14:00:00,107711.36,Solar
2748,2010-08-25 15:00:00,116387.58,Solar
2749,2010-08-25 16:00:00,96249.62,Solar
2750,2010-08-25 17:00:00,72881.68,Solar
2751,2010-08-25 18:00:00,57528.78,Solar
2752,2010-08-25 19:00:00,45807.5,Solar
2753,2010-08-25 20:00:00,15387.56,Solar
2754,2010-08-26 09:00:00,18495.74,Solar
2755,2010-08-26 10:00:00,65692.2,Solar
2756,2010-08-26 11:00:00,112690.46,Solar
2757,2010-08-26 12:00:00,144999.8,Solar
2758,2010-08-26 13:00:00,155034.82,Solar
2759,2010-08-26 14:00:00,142476.54,Solar
2760,2010-08-26 15:00:00,145126.18,Solar
2761,2010-08-26 16:00:00,113305.84,Solar
2762,2010-08-26 17:00:00,100311.58,Solar
2763,2010-08-26 18:00:00,67257.76,Solar
2764,2010-08-26 19:00:00,46325.12,Solar
2765,2010-08-26 20:00:00,12335.46,Solar
2766,2010-08-27 09:00:00,18294.6,Solar
2767,2010-08-27 10:00:00,64787.56,Solar
2768,2010-08-27 11:00:00,110356.4,Solar
2769,2010-08-27 12:00:00,143884.54,Solar
2770,2010-08-27 13:00:00,164376.98,Solar
2771,2010-08-27 14:00:00,173022.18,Solar
2772,2010-08-27 15:00:00,169983.24,Solar
2773,2010-08-27 16:00:00,159979.52,Solar
2774,2010-08-27 17:00:00,136891.14,Solar
2775,2010-08-27 18:00:00,101392.52,Solar
2776,2010-08-27 19:00:00,49970.96,Solar
2777,2010-08-27 20:00:00,12351.48,Solar
2778,2010-08-28 09:00:00,17721.76,Solar
2779,2010-08-28 10:00:00,60214.8,Solar
2780,2010-08-28 11:00:00,105105.7,Solar
2781,2010-08-28 12:00:00,139075.5,Solar
2782,2010-08-28 13:00:00,160429.1,Solar
2783,2010-08-28 14:00:00,170131.22,Solar
2784,2010-08-28 15:00:00,168996.14,Solar
2785,2010-08-28 16:00:00,157091.44,Solar
2786,2010-08-28 17:00:00,135838.38,Solar
2787,2010-08-28 18:00:00,101905.36,Solar
2788,2010-08-28 19:00:00,51966.86,Solar
2789,2010-08-28 20:00:00,10514.12,Solar
2790,2010-08-29 09:00:00,18094.68,Solar
2791,2010-08-29 10:00:00,58068.78,Solar
2792,2010-08-29 11:00:00,99278.76,Solar
2793,2010-08-29 12:00:00,133375.52,Solar
2794,2010-08-29 13:00:00,153837.1,Solar
2795,2010-08-29 14:00:00,163574.42,Solar
2796,2010-08-29 15:00:00,159755.62,Solar
2797,2010-08-29 16:00:00,137537.5,Solar
2798,2010-08-29 17:00:00,105042.18,Solar
2799,2010-08-29 18:00:00,81495.32,Solar
2800,2010-08-29 19:00:00,42348.42,Solar
2801,2010-08-29 20:00:00,12415.84,Solar
2802,2010-08-30 09:00:00,16741.76,Solar
2803,2010-08-30 10:00:00,51998.0,Solar
2804,2010-08-30 11:00:00,92554.04,Solar
2805,2010-08-30 12:00:00,126190.26,Solar
2806,2010-08-30 13:00:00,144796.36,Solar
2807,2010-08-30 14:00:00,158406.88,Solar
2808,2010-08-30 15:00:00,141096.98,Solar
2809,2010-08-30 16:00:00,121626.44,Solar
2810,2010-08-30 17:00:00,99876.8,Solar
2811,2010-08-30 18:00:00,64542.38,Solar
2812,2010-08-30 19:00:00,43338.12,Solar
2813,2010-08-30 20:00:00,13226.42,Solar
2814,2010-08-31 09:00:00,8981.04,Solar
2815,2010-08-31 10:00:00,45776.0,Solar
2816,2010-08-31 11:00:00,85518.5,Solar
2817,2010-08-31 12:00:00,134424.2,Solar
2818,2010-08-31 13:00:00,156218.16,Solar
2819,2010-08-31 14:00:00,161039.9,Solar
2820,2010-08-31 15:00:00,153472.26,Solar
2821,2010-08-31 16:00:00,126140.38,Solar
2822,2010-08-31 17:00:00,123775.18,Solar
2823,2010-08-31 18:00:00,58498.9,Solar
2824,2010-08-31 19:00:00,26150.94,Solar
2825,2010-08-31 20:00:00,11739.3,Solar
2826,2010-09-01 09:00:00,16538.76,Solar
2827,2010-09-01 10:00:00,56471.58,Solar
2828,2010-09-01 11:00:00,100057.04,Solar
2829,2010-09-01 12:00:00,108735.64,Solar
2830,2010-09-01 13:00:00,54435.34,Solar
2831,2010-09-01 14:00:00,76381.7,Solar
2832,2010-09-01 15:00:00,23639.82,Solar
2833,2010-09-01 16:00:00,19898.76,Solar
2834,2010-09-01 17:00:00,10866.54,Solar
2835,2010-09-01 18:00:00,8700.38,Solar
2836,2010-09-01 19:00:00,11045.74,Solar
2837,2010-09-01 20:00:00,1153.82,Solar
2838,2010-09-02 09:00:00,10585.18,Solar
2839,2010-09-02 10:00:00,19791.6,Solar
2840,2010-09-02 11:00:00,21947.06,Solar
2841,2010-09-02 12:00:00,26359.84,Solar
2842,2010-09-02 13:00:00,26434.32,Solar
2843,2010-09-02 14:00:00,32929.66,Solar
2844,2010-09-02 15:00:00,30586.56,Solar
2845,2010-09-02 16:00:00,22185.26,Solar
2846,2010-09-02 17:00:00,38694.0,Solar
2847,2010-09-02 18:00:00,31613.96,Solar
2848,2010-09-02 19:00:00,24556.46,Solar
2849,2010-09-02 20:00:00,7307.52,Solar
2850,2010-09-03 09:00:00,10413.22,Solar
2851,2010-09-03 10:00:00,54793.7,Solar
2852,2010-09-03 11:00:00,67135.48,Solar
2853,2010-09-03 12:00:00,127940.0,Solar
2854,2010-09-03 13:00:00,142616.2,Solar
2855,2010-09-03 14:00:00,102066.88,Solar
2856,2010-09-03 15:00:00,88244.3,Solar
2857,2010-09-03 16:00:00,80854.36,Solar
2858,2010-09-03 17:00:00,47539.72,Solar
2859,2010-09-03 18:00:00,50872.22,Solar
2860,2010-09-03 19:00:00,21258.06,Solar
2861,2010-09-03 20:00:00,8784.42,Solar
2862,2010-09-04 09:00:00,17180.16,Solar
2863,2010-09-04 10:00:00,61086.48,Solar
2864,2010-09-04 11:00:00,74065.6,Solar
2865,2010-09-04 12:00:00,76707.68,Solar
2866,2010-09-04 13:00:00,97283.36,Solar
2867,2010-09-04 14:00:00,99786.76,Solar
2868,2010-09-04 15:00:00,90941.58,Solar
2869,2010-09-04 16:00:00,53074.76,Solar
2870,2010-09-04 17:00:00,51703.7,Solar
2871,2010-09-04 18:00:00,53766.8,Solar
2872,2010-09-04 19:00:00,23996.52,Solar
2873,2010-09-04 20:00:00,9450.52,Solar
2874,2010-09-05 09:00:00,18240.32,Solar
2875,2010-09-05 10:00:00,67670.6,Solar
2876,2010-09-05 11:00:00,116273.68,Solar
2877,2010-09-05 12:00:00,150423.68,Solar
2878,2010-09-05 13:00:00,132052.62,Solar
2879,2010-09-05 14:00:00,129441.96,Solar
2880,2010-09-05 15:00:00,152138.76,Solar
2881,2010-09-05 16:00:00,145687.92,Solar
2882,2010-09-05 17:00:00,128998.06,Solar
2883,2010-09-05 18:00:00,107547.68,Solar
2884,2010-09-05 19:00:00,50709.34,Solar
2885,2010-09-05 20:00:00,8626.08,Solar
2886,2010-09-06 09:00:00,8073.56,Solar
2887,2010-09-06 10:00:00,26109.3,Solar
2888,2010-09-06 11:00:00,26848.4,Solar
2889,2010-09-06 12:00:00,18256.74,Solar
2890,2010-09-06 13:00:00,9906.72,Solar
2891,2010-09-06 14:00:00,8488.58,Solar
2892,2010-09-06 15:00:00,50285.96,Solar
2893,2010-09-06 16:00:00,48063.0,Solar
2894,2010-09-06 17:00:00,11883.64,Solar
2895,2010-09-06 18:00:00,9414.08,Solar
2896,2010-09-06 19:00:00,9252.64,Solar
2897,2010-09-06 20:00:00,7377.18,Solar
2898,2010-09-07 09:00:00,11765.98,Solar
2899,2010-09-07 10:00:00,29312.54,Solar
2900,2010-09-07 11:00:00,97390.68,Solar
2901,2010-09-07 12:00:00,132670.0,Solar
2902,2010-09-07 13:00:00,167141.44,Solar
2903,2010-09-07 14:00:00,182088.36,Solar
2904,2010-09-07 15:00:00,182935.0,Solar
2905,2010-09-07 16:00:00,169812.64,Solar
2906,2010-09-07 17:00:00,143031.02,Solar
2907,2010-09-07 18:00:00,78906.42,Solar
2908,2010-09-07 19:00:00,28319.86,Solar
2909,2010-09-07 20:00:00,5744.34,Solar
2910,2010-09-08 09:00:00,16244.4,Solar
2911,2010-09-08 10:00:00,61459.82,Solar
2912,2010-09-08 11:00:00,60247.58,Solar
2913,2010-09-08 12:00:00,40061.16,Solar
2914,2010-09-08 13:00:00,53982.78,Solar
2915,2010-09-08 14:00:00,56753.16,Solar
2916,2010-09-08 15:00:00,48320.12,Solar
2917,2010-09-08 16:00:00,60998.78,Solar
2918,2010-09-08 17:00:00,37287.66,Solar
2919,2010-09-08 18:00:00,33687.18,Solar
2920,2010-09-08 19:00:00,28139.78,Solar
2921,2010-09-08 20:00:00,6226.96,Solar
2922,2010-09-09 09:00:00,17358.22,Solar
2923,2010-09-09 10:00:00,66728.58,Solar
2924,2010-09-09 11:00:00,106993.32,Solar
2925,2010-09-09 12:00:00,123965.28,Solar
2926,2010-09-09 13:00:00,100946.94,Solar
2927,2010-09-09 14:00:00,131150.24,Solar
2928,2010-09-09 15:00:00,94139.82,Solar
2929,2010-09-09 16:00:00,68556.72,Solar
2930,2010-09-09 17:00:00,49675.26,Solar
2931,2010-09-09 18:00:00,61082.98,Solar
2932,2010-09-09 19:00:00,24887.74,Solar
2933,2010-09-09 20:00:00,10059.9,Solar
2934,2010-09-10 09:00:00,8021.52,Solar
2935,2010-09-10 10:00:00,21789.92,Solar
2936,2010-09-10 11:00:00,73837.1,Solar
2937,2010-09-10 12:00:00,51592.56,Solar
2938,2010-09-10 13:00:00,59904.84,Solar
2939,2010-09-10 14:00:00,70855.02,Solar
2940,2010-09-10 15:00:00,71301.78,Solar
2941,2010-09-10 16:00:00,42999.66,Solar
2942,2010-09-10 17:00:00,40724.06,Solar
2943,2010-09-10 18:00:00,28507.36,Solar
2944,2010-09-10 19:00:00,25657.78,Solar
2945,2010-09-10 20:00:00,7224.2,Solar
2946,2010-09-11 09:00:00,12316.36,Solar
2947,2010-09-11 10:00:00,37304.3,Solar
2948,2010-09-11 11:00:00,39139.44,Solar
2949,2010-09-11 12:00:00,34882.16,Solar
2950,2010-09-11 13:00:00,27452.52,Solar
2951,2010-09-11 14:00:00,16413.84,Solar
2952,2010-09-11 15:00:00,11613.4,Solar
2953,2010-09-11 16:00:00,12466.74,Solar
2954,2010-09-11 17:00:00,13327.06,Solar
2955,2010-09-11 18:00:00,11792.54,Solar
2956,2010-09-11 19:00:00,6435.78,Solar
2957,2010-09-11 20:00:00,2307.071574,Solar
2958,2010-09-12 09:00:00,16945.36,Solar
2959,2010-09-12 10:00:00,65424.84,Solar
2960,2010-09-12 11:00:00,113094.0,Solar
2961,2010-09-12 12:00:00,151235.14,Solar
2962,2010-09-12 13:00:00,157730.6,Solar
2963,2010-09-12 14:00:00,177387.36,Solar
2964,2010-09-12 15:00:00,154039.62,Solar
2965,2010-09-12 16:00:00,148860.74,Solar
2966,2010-09-12 17:00:00,130242.42,Solar
2967,2010-09-12 18:00:00,94143.66,Solar
2968,2010-09-12 19:00:00,44256.92,Solar
2969,2010-09-12 20:00:00,6467.22,Solar
2970,2010-09-13 09:00:00,16698.3,Solar
2971,2010-09-13 10:00:00,65443.94,Solar
2972,2010-09-13 11:00:00,113660.1,Solar
2973,2010-09-13 12:00:00,149533.3,Solar
2974,2010-09-13 13:00:00,172597.12,Solar
2975,2010-09-13 14:00:00,157868.58,Solar
2976,2010-09-13 15:00:00,149825.5,Solar
2977,2010-09-13 16:00:00,168353.02,Solar
2978,2010-09-13 17:00:00,141809.66,Solar
2979,2010-09-13 18:00:00,103229.62,Solar
2980,2010-09-13 19:00:00,44976.54,Solar
2981,2010-09-13 20:00:00,6187.78,Solar
2982,2010-09-14 09:00:00,16189.18,Solar
2983,2010-09-14 10:00:00,66098.56,Solar
2984,2010-09-14 11:00:00,114195.76,Solar
2985,2010-09-14 12:00:00,144400.16,Solar
2986,2010-09-14 13:00:00,148651.96,Solar
2987,2010-09-14 14:00:00,162403.5,Solar
2988,2010-09-14 15:00:00,162228.48,Solar
2989,2010-09-14 16:00:00,101198.4,Solar
2990,2010-09-14 17:00:00,110074.66,Solar
2991,2010-09-14 18:00:00,39050.16,Solar
2992,2010-09-14 19:00:00,19876.8,Solar
2993,2010-09-14 20:00:00,6704.62,Solar
2994,2010-09-15 09:00:00,16218.66,Solar
2995,2010-09-15 10:00:00,65773.58,Solar
2996,2010-09-15 11:00:00,112964.98,Solar
2997,2010-09-15 12:00:00,147091.92,Solar
2998,2010-09-15 13:00:00,167382.36,Solar
2999,2010-09-15 14:00:00,177837.98,Solar
3000,2010-09-15 15:00:00,171138.56,Solar
3001,2010-09-15 16:00:00,159795.64,Solar
3002,2010-09-15 17:00:00,130529.3,Solar
3003,2010-09-15 18:00:00,94174.02,Solar
3004,2010-09-15 19:00:00,38836.14,Solar
3005,2010-09-15 20:00:00,7801.8,Solar
3006,2010-09-16 10:00:00,9191.14,Solar
3007,2010-09-16 11:00:00,9137.12,Solar
3008,2010-09-16 12:00:00,18142.28,Solar
3009,2010-09-16 13:00:00,18493.86,Solar
3010,2010-09-16 14:00:00,25639.34,Solar
3011,2010-09-16 15:00:00,19724.18,Solar
3012,2010-09-16 16:00:00,15787.22,Solar
3013,2010-09-16 17:00:00,16108.04,Solar
3014,2010-09-16 18:00:00,18405.04,Solar
3015,2010-09-16 19:00:00,7079.34,Solar
3016,2010-09-17 09:00:00,6631.118353600001,Solar
3017,2010-09-17 10:00:00,26384.96,Solar
3018,2010-09-17 11:00:00,72829.42,Solar
3019,2010-09-17 12:00:00,63999.7,Solar
3020,2010-09-17 13:00:00,77662.86,Solar
3021,2010-09-17 14:00:00,139224.86,Solar
3022,2010-09-17 15:00:00,156936.46,Solar
3023,2010-09-17 16:00:00,125390.52,Solar
3024,2010-09-17 17:00:00,108474.96,Solar
3025,2010-09-17 18:00:00,100943.82,Solar
3026,2010-09-17 19:00:00,42450.34,Solar
3027,2010-09-17 20:00:00,5871.38,Solar
3028,2010-09-18 11:00:00,11697.1,Solar
3029,2010-09-18 12:00:00,55154.62,Solar
3030,2010-09-18 13:00:00,15928.12,Solar
3031,2010-09-18 14:00:00,16273.58,Solar
3032,2010-09-18 15:00:00,9745.32,Solar
3033,2010-09-18 16:00:00,12737.38,Solar
3034,2010-09-18 17:00:00,25957.98,Solar
3035,2010-09-18 18:00:00,20023.16,Solar
3036,2010-09-18 19:00:00,15814.88,Solar
3037,2010-09-18 20:00:00,6914.94,Solar
3038,2010-09-19 09:00:00,12994.32,Solar
3039,2010-09-19 10:00:00,62029.72,Solar
3040,2010-09-19 11:00:00,104141.6,Solar
3041,2010-09-19 12:00:00,116046.78,Solar
3042,2010-09-19 13:00:00,89534.7,Solar
3043,2010-09-19 14:00:00,64250.48,Solar
3044,2010-09-19 15:00:00,122114.4,Solar
3045,2010-09-19 16:00:00,155889.98,Solar
3046,2010-09-19 17:00:00,124399.5,Solar
3047,2010-09-19 18:00:00,97895.56,Solar
3048,2010-09-19 19:00:00,34866.76,Solar
3049,2010-09-19 20:00:00,4524.7537117,Solar
3050,2010-09-20 09:00:00,17781.54,Solar
3051,2010-09-20 10:00:00,62181.04,Solar
3052,2010-09-20 11:00:00,115702.48,Solar
3053,2010-09-20 12:00:00,146466.98,Solar
3054,2010-09-20 13:00:00,159130.76,Solar
3055,2010-09-20 14:00:00,117133.32,Solar
3056,2010-09-20 15:00:00,91413.9,Solar
3057,2010-09-20 16:00:00,149344.46,Solar
3058,2010-09-20 17:00:00,99453.14,Solar
3059,2010-09-20 18:00:00,38742.4,Solar
3060,2010-09-20 19:00:00,22056.34,Solar
3061,2010-09-21 09:00:00,13268.6,Solar
3062,2010-09-21 10:00:00,53866.3,Solar
3063,2010-09-21 11:00:00,102108.56,Solar
3064,2010-09-21 12:00:00,133028.42,Solar
3065,2010-09-21 13:00:00,137360.56,Solar
3066,2010-09-21 14:00:00,133689.8,Solar
3067,2010-09-21 15:00:00,145014.74,Solar
3068,2010-09-21 16:00:00,129441.72,Solar
3069,2010-09-21 17:00:00,99805.78,Solar
3070,2010-09-21 18:00:00,38354.1,Solar
3071,2010-09-21 19:00:00,21249.02,Solar
3072,2010-09-21 20:00:00,5062.787178399999,Solar
3073,2010-09-22 10:00:00,10695.64,Solar
3074,2010-09-22 11:00:00,31623.72,Solar
3075,2010-09-22 12:00:00,62518.72,Solar
3076,2010-09-22 13:00:00,117926.26,Solar
3077,2010-09-22 14:00:00,177241.62,Solar
3078,2010-09-22 15:00:00,160244.8,Solar
3079,2010-09-22 16:00:00,116422.08,Solar
