Time,Date,Hour,KWH,Source
2011-08-14 10:00:00,2011-08-14,10,24609.76,Solar
2011-08-14 11:00:00,2011-08-14,11,44682.98,Solar
2011-08-14 12:00:00,2011-08-14,12,39458.04,Solar
2011-08-14 13:00:00,2011-08-14,13,43058.04,Solar
2011-08-14 14:00:00,2011-08-14,14,39781.68,Solar
2011-08-14 15:00:00,2011-08-14,15,65520.8,Solar
2011-08-14 16:00:00,2011-08-14,16,46894.16,Solar
2011-08-14 17:00:00,2011-08-14,17,20201.64,Solar
2011-08-14 18:00:00,2011-08-14,18,22333.22,Solar
2011-08-14 19:00:00,2011-08-14,19,14966.9,Solar
2011-08-14 20:00:00,2011-08-14,20,3102.9903188000003,Solar
2011-08-15 07:00:00,2011-08-15,7,3814.1723333000004,Solar
2011-08-15 08:00:00,2011-08-15,8,19255.26,Solar
2011-08-15 09:00:00,2011-08-15,9,63197.24,Solar
2011-08-15 10:00:00,2011-08-15,10,109105.92,Solar
2011-08-15 11:00:00,2011-08-15,11,142978.58,Solar
2011-08-15 12:00:00,2011-08-15,12,164478.18,Solar
2011-08-15 13:00:00,2011-08-15,13,175287.08,Solar
2011-08-15 14:00:00,2011-08-15,14,170389.3,Solar
2011-08-15 15:00:00,2011-08-15,15,161922.74,Solar
2011-08-15 16:00:00,2011-08-15,16,138243.04,Solar
2011-08-15 17:00:00,2011-08-15,17,106426.44,Solar
2011-08-15 18:00:00,2011-08-15,18,59603.78,Solar
2011-08-15 19:00:00,2011-08-15,19,15082.7,Solar
2011-08-15 20:00:00,2011-08-15,20,2841.52,Solar
2011-08-16 08:00:00,2011-08-16,8,19111.64,Solar
2011-08-16 09:00:00,2011-08-16,9,62468.64,Solar
2011-08-16 10:00:00,2011-08-16,10,106896.44,Solar
2011-08-16 11:00:00,2011-08-16,11,139673.2,Solar
2011-08-16 12:00:00,2011-08-16,12,160024.26,Solar
2011-08-16 13:00:00,2011-08-16,13,167818.84,Solar
2011-08-16 14:00:00,2011-08-16,14,170538.56,Solar
2011-08-16 15:00:00,2011-08-16,15,160368.96,Solar
2011-08-16 16:00:00,2011-08-16,16,137900.64,Solar
2011-08-16 17:00:00,2011-08-16,17,103841.2,Solar
2011-08-16 18:00:00,2011-08-16,18,57315.88,Solar
2011-08-16 19:00:00,2011-08-16,19,14739.38,Solar
2011-08-16 20:00:00,2011-08-16,20,2842.92,Solar
2011-08-17 08:00:00,2011-08-17,8,17477.7,Solar
2011-08-17 09:00:00,2011-08-17,9,57763.56,Solar
2011-08-17 10:00:00,2011-08-17,10,98973.86,Solar
2011-08-17 11:00:00,2011-08-17,11,124672.56,Solar
2011-08-17 12:00:00,2011-08-17,12,116528.32,Solar
2011-08-17 13:00:00,2011-08-17,13,93185.16,Solar
2011-08-17 14:00:00,2011-08-17,14,136634.68,Solar
2011-08-17 15:00:00,2011-08-17,15,141879.32,Solar
2011-08-17 16:00:00,2011-08-17,16,136128.0,Solar
2011-08-17 17:00:00,2011-08-17,17,92651.44,Solar
2011-08-17 18:00:00,2011-08-17,18,56172.58,Solar
2011-08-17 19:00:00,2011-08-17,19,16638.78,Solar
2011-08-17 20:00:00,2011-08-17,20,3470.3422996,Solar
2011-08-18 08:00:00,2011-08-18,8,18799.54,Solar
2011-08-18 09:00:00,2011-08-18,9,59824.3,Solar
2011-08-18 10:00:00,2011-08-18,10,105623.24,Solar
2011-08-18 11:00:00,2011-08-18,11,138913.72,Solar
2011-08-18 12:00:00,2011-08-18,12,162535.5,Solar
2011-08-18 13:00:00,2011-08-18,13,171572.88,Solar
2011-08-18 14:00:00,2011-08-18,14,170120.14,Solar
2011-08-18 15:00:00,2011-08-18,15,159829.98,Solar
2011-08-18 16:00:00,2011-08-18,16,137559.72,Solar
2011-08-18 17:00:00,2011-08-18,17,104943.22,Solar
2011-08-18 18:00:00,2011-08-18,18,56939.48,Solar
2011-08-18 19:00:00,2011-08-18,19,14312.18,Solar
2011-08-18 20:00:00,2011-08-18,20,2723.2651091999996,Solar
2011-08-19 08:00:00,2011-08-19,8,18758.36,Solar
2011-08-19 09:00:00,2011-08-19,9,61148.64,Solar
2011-08-19 10:00:00,2011-08-19,10,104917.72,Solar
2011-08-19 11:00:00,2011-08-19,11,137467.38,Solar
2011-08-19 12:00:00,2011-08-19,12,157670.5,Solar
2011-08-19 13:00:00,2011-08-19,13,166367.72,Solar
2011-08-19 14:00:00,2011-08-19,14,165354.42,Solar
2011-08-19 15:00:00,2011-08-19,15,155338.1,Solar
2011-08-19 16:00:00,2011-08-19,16,134832.96,Solar
2011-08-19 17:00:00,2011-08-19,17,95696.34,Solar
2011-08-19 18:00:00,2011-08-19,18,54361.86,Solar
2011-08-19 19:00:00,2011-08-19,19,15938.18,Solar
2011-08-19 20:00:00,2011-08-19,20,2223.6207716999998,Solar
2011-08-20 08:00:00,2011-08-20,8,17827.08,Solar
2011-08-20 09:00:00,2011-08-20,9,48472.28,Solar
2011-08-20 10:00:00,2011-08-20,10,58649.94,Solar
2011-08-20 11:00:00,2011-08-20,11,60616.72,Solar
2011-08-20 12:00:00,2011-08-20,12,86317.52,Solar
2011-08-20 13:00:00,2011-08-20,13,25880.46,Solar
2011-08-20 14:00:00,2011-08-20,14,4962.2768297,Solar
2011-08-20 16:00:00,2011-08-20,16,9459.52,Solar
2011-08-20 17:00:00,2011-08-20,17,16708.32,Solar
2011-08-20 18:00:00,2011-08-20,18,19158.96,Solar
2011-08-20 19:00:00,2011-08-20,19,15492.36,Solar
2011-08-21 08:00:00,2011-08-21,8,17560.58,Solar
2011-08-21 09:00:00,2011-08-21,9,50811.08,Solar
2011-08-21 10:00:00,2011-08-21,10,58931.18,Solar
2011-08-21 11:00:00,2011-08-21,11,109193.44,Solar
2011-08-21 12:00:00,2011-08-21,12,133757.96,Solar
2011-08-21 13:00:00,2011-08-21,13,87702.42,Solar
2011-08-21 14:00:00,2011-08-21,14,175721.58,Solar
2011-08-21 15:00:00,2011-08-21,15,105580.04,Solar
2011-08-21 16:00:00,2011-08-21,16,135833.16,Solar
2011-08-21 17:00:00,2011-08-21,17,104941.46,Solar
2011-08-21 18:00:00,2011-08-21,18,49392.56,Solar
2011-08-21 19:00:00,2011-08-21,19,12964.82,Solar
2011-08-21 20:00:00,2011-08-21,20,2407.9496956999997,Solar
2011-08-22 08:00:00,2011-08-22,8,20108.56,Solar
2011-08-22 09:00:00,2011-08-22,9,55862.9,Solar
2011-08-22 10:00:00,2011-08-22,10,110221.54,Solar
2011-08-22 11:00:00,2011-08-22,11,139218.82,Solar
2011-08-22 12:00:00,2011-08-22,12,164809.14,Solar
2011-08-22 13:00:00,2011-08-22,13,165861.66,Solar
2011-08-22 14:00:00,2011-08-22,14,166335.66,Solar
2011-08-22 15:00:00,2011-08-22,15,164420.0,Solar
2011-08-22 16:00:00,2011-08-22,16,144902.0,Solar
2011-08-22 17:00:00,2011-08-22,17,107986.18,Solar
2011-08-22 18:00:00,2011-08-22,18,57382.62,Solar
2011-08-22 19:00:00,2011-08-22,19,14468.36,Solar
2011-08-23 08:00:00,2011-08-23,8,18557.76,Solar
2011-08-23 09:00:00,2011-08-23,9,61978.22,Solar
2011-08-23 10:00:00,2011-08-23,10,85281.8,Solar
2011-08-23 11:00:00,2011-08-23,11,84017.84,Solar
2011-08-23 12:00:00,2011-08-23,12,116534.6,Solar
2011-08-23 13:00:00,2011-08-23,13,114779.08,Solar
2011-08-23 14:00:00,2011-08-23,14,140855.38,Solar
2011-08-23 15:00:00,2011-08-23,15,135507.94,Solar
2011-08-23 16:00:00,2011-08-23,16,108724.96,Solar
2011-08-23 17:00:00,2011-08-23,17,52066.98,Solar
2011-08-23 18:00:00,2011-08-23,18,17748.48,Solar
2011-08-23 19:00:00,2011-08-23,19,21147.24,Solar
2011-08-24 08:00:00,2011-08-24,8,18749.02,Solar
2011-08-24 09:00:00,2011-08-24,9,56245.68,Solar
2011-08-24 10:00:00,2011-08-24,10,99654.66,Solar
2011-08-24 11:00:00,2011-08-24,11,133202.9,Solar
2011-08-24 12:00:00,2011-08-24,12,157858.52,Solar
2011-08-24 13:00:00,2011-08-24,13,55670.98,Solar
2011-08-24 14:00:00,2011-08-24,14,118988.94,Solar
2011-08-24 15:00:00,2011-08-24,15,102753.8,Solar
2011-08-24 16:00:00,2011-08-24,16,66919.6,Solar
2011-08-24 17:00:00,2011-08-24,17,50372.34,Solar
2011-08-24 18:00:00,2011-08-24,18,23340.66,Solar
2011-08-24 19:00:00,2011-08-24,19,15597.9,Solar
2011-08-24 20:00:00,2011-08-24,20,2605.3454601,Solar
2011-08-25 08:00:00,2011-08-25,8,11798.72,Solar
2011-08-25 09:00:00,2011-08-25,9,24906.92,Solar
2011-08-25 10:00:00,2011-08-25,10,26145.12,Solar
2011-08-25 11:00:00,2011-08-25,11,33101.2,Solar
2011-08-25 12:00:00,2011-08-25,12,31236.44,Solar
2011-08-25 13:00:00,2011-08-25,13,50297.86,Solar
2011-08-25 14:00:00,2011-08-25,14,53797.76,Solar
2011-08-25 15:00:00,2011-08-25,15,73194.46,Solar
2011-08-25 16:00:00,2011-08-25,16,55251.9,Solar
2011-08-25 17:00:00,2011-08-25,17,56683.94,Solar
2011-08-25 18:00:00,2011-08-25,18,50065.96,Solar
2011-08-25 19:00:00,2011-08-25,19,13291.7,Solar
2011-08-26 08:00:00,2011-08-26,8,18493.22,Solar
2011-08-26 09:00:00,2011-08-26,9,62521.6,Solar
2011-08-26 10:00:00,2011-08-26,10,110930.42,Solar
2011-08-26 11:00:00,2011-08-26,11,147170.3,Solar
2011-08-26 12:00:00,2011-08-26,12,165732.74,Solar
2011-08-26 13:00:00,2011-08-26,13,171881.3,Solar
2011-08-26 14:00:00,2011-08-26,14,170151.08,Solar
2011-08-26 15:00:00,2011-08-26,15,159148.16,Solar
2011-08-26 16:00:00,2011-08-26,16,136180.34,Solar
2011-08-26 17:00:00,2011-08-26,17,103935.22,Solar
2011-08-26 18:00:00,2011-08-26,18,48263.42,Solar
2011-08-26 19:00:00,2011-08-26,19,13458.48,Solar
2011-08-27 08:00:00,2011-08-27,8,18745.2,Solar
2011-08-27 09:00:00,2011-08-27,9,55982.76,Solar
2011-08-27 10:00:00,2011-08-27,10,76609.34,Solar
2011-08-27 11:00:00,2011-08-27,11,105968.74,Solar
2011-08-27 12:00:00,2011-08-27,12,140328.46,Solar
2011-08-27 13:00:00,2011-08-27,13,171991.22,Solar
2011-08-27 14:00:00,2011-08-27,14,173854.3,Solar
2011-08-27 15:00:00,2011-08-27,15,158922.04,Solar
2011-08-27 16:00:00,2011-08-27,16,88831.8,Solar
2011-08-27 17:00:00,2011-08-27,17,109306.94,Solar
2011-08-27 18:00:00,2011-08-27,18,50103.42,Solar
2011-08-27 19:00:00,2011-08-27,19,12147.28,Solar
2011-08-28 08:00:00,2011-08-28,8,19242.86,Solar
2011-08-28 09:00:00,2011-08-28,9,63972.6,Solar
2011-08-28 10:00:00,2011-08-28,10,112301.26,Solar
2011-08-28 11:00:00,2011-08-28,11,148932.9,Solar
2011-08-28 12:00:00,2011-08-28,12,153249.9,Solar
2011-08-28 13:00:00,2011-08-28,13,134229.8,Solar
2011-08-28 14:00:00,2011-08-28,14,178682.88,Solar
2011-08-28 15:00:00,2011-08-28,15,163716.24,Solar
2011-08-28 16:00:00,2011-08-28,16,126060.64,Solar
2011-08-28 17:00:00,2011-08-28,17,104952.68,Solar
2011-08-28 18:00:00,2011-08-28,18,53577.92,Solar
2011-08-28 19:00:00,2011-08-28,19,12105.4,Solar
2011-08-29 08:00:00,2011-08-29,8,18388.9,Solar
2011-08-29 09:00:00,2011-08-29,9,63237.92,Solar
2011-08-29 10:00:00,2011-08-29,10,108833.88,Solar
2011-08-29 11:00:00,2011-08-29,11,142418.88,Solar
2011-08-29 12:00:00,2011-08-29,12,164394.86,Solar
2011-08-29 13:00:00,2011-08-29,13,117902.62,Solar
2011-08-29 14:00:00,2011-08-29,14,146876.32,Solar
2011-08-29 15:00:00,2011-08-29,15,133094.84,Solar
2011-08-29 16:00:00,2011-08-29,16,105876.52,Solar
2011-08-29 17:00:00,2011-08-29,17,93568.0,Solar
2011-08-29 18:00:00,2011-08-29,18,47658.28,Solar
2011-08-29 19:00:00,2011-08-29,19,11432.32,Solar
2011-08-30 08:00:00,2011-08-30,8,23030.04,Solar
2011-08-30 09:00:00,2011-08-30,9,45701.52,Solar
2011-08-30 10:00:00,2011-08-30,10,106133.54,Solar
2011-08-30 11:00:00,2011-08-30,11,143297.54,Solar
2011-08-30 12:00:00,2011-08-30,12,165958.02,Solar
2011-08-30 13:00:00,2011-08-30,13,160597.02,Solar
2011-08-30 14:00:00,2011-08-30,14,120508.16,Solar
2011-08-30 15:00:00,2011-08-30,15,138767.0,Solar
2011-08-30 16:00:00,2011-08-30,16,115951.02,Solar
2011-08-30 17:00:00,2011-08-30,17,50837.6,Solar
2011-08-30 18:00:00,2011-08-30,18,21104.2,Solar
2011-08-30 19:00:00,2011-08-30,19,7151.78,Solar
2011-08-31 08:00:00,2011-08-31,8,2974.88,Solar
2011-08-31 09:00:00,2011-08-31,9,10855.44,Solar
2011-08-31 10:00:00,2011-08-31,10,19228.26,Solar
2011-08-31 11:00:00,2011-08-31,11,14836.1,Solar
2011-08-31 12:00:00,2011-08-31,12,26796.46,Solar
2011-08-31 13:00:00,2011-08-31,13,50803.48,Solar
2011-08-31 14:00:00,2011-08-31,14,103582.68,Solar
2011-08-31 15:00:00,2011-08-31,15,133892.48,Solar
2011-08-31 16:00:00,2011-08-31,16,99655.78,Solar
2011-08-31 17:00:00,2011-08-31,17,59638.22,Solar
2011-08-31 18:00:00,2011-08-31,18,21546.02,Solar
2011-08-31 19:00:00,2011-08-31,19,10861.5,Solar
2011-09-01 08:00:00,2011-09-01,8,17891.66,Solar
2011-09-01 09:00:00,2011-09-01,9,57998.64,Solar
2011-09-01 10:00:00,2011-09-01,10,101767.26,Solar
2011-09-01 11:00:00,2011-09-01,11,135114.52,Solar
2011-09-01 12:00:00,2011-09-01,12,154877.24,Solar
2011-09-01 13:00:00,2011-09-01,13,163076.82,Solar
2011-09-01 14:00:00,2011-09-01,14,163713.36,Solar
2011-09-01 15:00:00,2011-09-01,15,151555.34,Solar
2011-09-01 16:00:00,2011-09-01,16,129778.8,Solar
2011-09-01 17:00:00,2011-09-01,17,95364.94,Solar
2011-09-01 18:00:00,2011-09-01,18,47892.4,Solar
2011-09-01 19:00:00,2011-09-01,19,10840.62,Solar
2011-09-02 08:00:00,2011-09-02,8,16016.58,Solar
2011-09-02 09:00:00,2011-09-02,9,51768.5,Solar
2011-09-02 10:00:00,2011-09-02,10,93404.24,Solar
2011-09-02 11:00:00,2011-09-02,11,127338.6,Solar
2011-09-02 12:00:00,2011-09-02,12,149337.68,Solar
2011-09-02 13:00:00,2011-09-02,13,163046.36,Solar
2011-09-02 14:00:00,2011-09-02,14,109039.2,Solar
2011-09-02 15:00:00,2011-09-02,15,107629.28,Solar
2011-09-02 16:00:00,2011-09-02,16,81298.74,Solar
2011-09-02 17:00:00,2011-09-02,17,49968.18,Solar
2011-09-02 18:00:00,2011-09-02,18,27463.78,Solar
2011-09-02 19:00:00,2011-09-02,19,14147.0,Solar
2011-09-03 08:00:00,2011-09-03,8,11060.98,Solar
2011-09-03 09:00:00,2011-09-03,9,29100.52,Solar
2011-09-03 10:00:00,2011-09-03,10,25600.12,Solar
2011-09-03 11:00:00,2011-09-03,11,42520.76,Solar
2011-09-03 12:00:00,2011-09-03,12,132541.72,Solar
2011-09-03 13:00:00,2011-09-03,13,86798.74,Solar
2011-09-03 14:00:00,2011-09-03,14,75935.16,Solar
2011-09-03 15:00:00,2011-09-03,15,123268.12,Solar
2011-09-03 16:00:00,2011-09-03,16,111238.68,Solar
2011-09-03 17:00:00,2011-09-03,17,88394.08,Solar
2011-09-03 18:00:00,2011-09-03,18,45686.28,Solar
2011-09-03 19:00:00,2011-09-03,19,10629.14,Solar
2011-09-04 08:00:00,2011-09-04,8,10814.94,Solar
2011-09-04 09:00:00,2011-09-04,9,18288.6,Solar
2011-09-04 10:00:00,2011-09-04,10,62600.7,Solar
2011-09-04 11:00:00,2011-09-04,11,57148.76,Solar
2011-09-04 12:00:00,2011-09-04,12,62764.42,Solar
2011-09-04 13:00:00,2011-09-04,13,111163.6,Solar
2011-09-04 14:00:00,2011-09-04,14,114469.08,Solar
2011-09-04 15:00:00,2011-09-04,15,137717.18,Solar
2011-09-04 16:00:00,2011-09-04,16,117786.34,Solar
2011-09-04 17:00:00,2011-09-04,17,106244.56,Solar
2011-09-04 18:00:00,2011-09-04,18,51878.84,Solar
2011-09-04 19:00:00,2011-09-04,19,10033.74,Solar
2011-09-05 08:00:00,2011-09-05,8,9630.78,Solar
2011-09-05 09:00:00,2011-09-05,9,23917.22,Solar
2011-09-05 10:00:00,2011-09-05,10,69395.64,Solar
2011-09-05 11:00:00,2011-09-05,11,107574.6,Solar
2011-09-05 12:00:00,2011-09-05,12,76113.08,Solar
2011-09-05 13:00:00,2011-09-05,13,58036.08,Solar
2011-09-05 14:00:00,2011-09-05,14,61155.46,Solar
2011-09-05 15:00:00,2011-09-05,15,70280.64,Solar
2011-09-05 16:00:00,2011-09-05,16,70103.8,Solar
2011-09-05 17:00:00,2011-09-05,17,43886.3,Solar
2011-09-05 18:00:00,2011-09-05,18,24871.52,Solar
2011-09-05 19:00:00,2011-09-05,19,11006.18,Solar
2011-09-06 08:00:00,2011-09-06,8,7361.78,Solar
2011-09-06 09:00:00,2011-09-06,9,18844.5,Solar
2011-09-06 10:00:00,2011-09-06,10,24606.62,Solar
2011-09-06 11:00:00,2011-09-06,11,38130.24,Solar
2011-09-06 12:00:00,2011-09-06,12,80395.88,Solar
2011-09-06 13:00:00,2011-09-06,13,109944.3,Solar
2011-09-06 14:00:00,2011-09-06,14,141054.3,Solar
2011-09-06 15:00:00,2011-09-06,15,145768.18,Solar
2011-09-06 16:00:00,2011-09-06,16,137269.16,Solar
2011-09-06 17:00:00,2011-09-06,17,88331.58,Solar
2011-09-06 18:00:00,2011-09-06,18,54096.54,Solar
2011-09-06 19:00:00,2011-09-06,19,13885.38,Solar
2011-09-07 08:00:00,2011-09-07,8,7682.64,Solar
2011-09-07 09:00:00,2011-09-07,9,28405.7,Solar
2011-09-07 10:00:00,2011-09-07,10,56772.88,Solar
2011-09-07 11:00:00,2011-09-07,11,46837.08,Solar
2011-09-07 12:00:00,2011-09-07,12,72608.32,Solar
2011-09-07 13:00:00,2011-09-07,13,51365.14,Solar
2011-09-07 14:00:00,2011-09-07,14,57455.76,Solar
2011-09-07 15:00:00,2011-09-07,15,35239.56,Solar
2011-09-07 16:00:00,2011-09-07,16,59052.8,Solar
2011-09-07 17:00:00,2011-09-07,17,12785.5,Solar
2011-09-07 18:00:00,2011-09-07,18,11243.46,Solar
2011-09-07 19:00:00,2011-09-07,19,6667.84,Solar
2011-09-08 08:00:00,2011-09-08,8,13511.72,Solar
2011-09-08 09:00:00,2011-09-08,9,45681.0,Solar
2011-09-08 10:00:00,2011-09-08,10,49537.56,Solar
2011-09-08 11:00:00,2011-09-08,11,37124.48,Solar
2011-09-08 12:00:00,2011-09-08,12,52948.32,Solar
2011-09-08 13:00:00,2011-09-08,13,40634.2,Solar
2011-09-08 14:00:00,2011-09-08,14,36161.86,Solar
2011-09-08 15:00:00,2011-09-08,15,39246.66,Solar
2011-09-08 16:00:00,2011-09-08,16,28419.86,Solar
2011-09-08 17:00:00,2011-09-08,17,22912.38,Solar
2011-09-08 18:00:00,2011-09-08,18,21571.5,Solar
2011-09-08 19:00:00,2011-09-08,19,3117.0,Solar
2011-09-09 08:00:00,2011-09-09,8,16536.54,Solar
2011-09-09 09:00:00,2011-09-09,9,58690.3,Solar
2011-09-09 10:00:00,2011-09-09,10,95003.7,Solar
2011-09-09 11:00:00,2011-09-09,11,101938.24,Solar
2011-09-09 12:00:00,2011-09-09,12,127818.84,Solar
2011-09-09 13:00:00,2011-09-09,13,145228.08,Solar
2011-09-09 14:00:00,2011-09-09,14,156970.88,Solar
2011-09-09 15:00:00,2011-09-09,15,148080.92,Solar
2011-09-09 16:00:00,2011-09-09,16,112300.34,Solar
2011-09-09 17:00:00,2011-09-09,17,96051.38,Solar
2011-09-09 18:00:00,2011-09-09,18,46966.82,Solar
2011-09-09 19:00:00,2011-09-09,19,8266.1,Solar
2011-09-10 08:00:00,2011-09-10,8,17356.52,Solar
2011-09-10 09:00:00,2011-09-10,9,63035.48,Solar
2011-09-10 10:00:00,2011-09-10,10,107294.9,Solar
2011-09-10 11:00:00,2011-09-10,11,141353.18,Solar
2011-09-10 12:00:00,2011-09-10,12,162590.22,Solar
2011-09-10 13:00:00,2011-09-10,13,164489.0,Solar
2011-09-10 14:00:00,2011-09-10,14,168660.64,Solar
2011-09-10 15:00:00,2011-09-10,15,154614.78,Solar
2011-09-10 16:00:00,2011-09-10,16,130992.94,Solar
2011-09-10 17:00:00,2011-09-10,17,95479.94,Solar
2011-09-10 18:00:00,2011-09-10,18,44412.18,Solar
2011-09-10 19:00:00,2011-09-10,19,11786.84,Solar
2011-09-11 08:00:00,2011-09-11,8,14587.98,Solar
2011-09-11 09:00:00,2011-09-11,9,62831.54,Solar
2011-09-11 10:00:00,2011-09-11,10,109300.98,Solar
2011-09-11 11:00:00,2011-09-11,11,135205.94,Solar
2011-09-11 12:00:00,2011-09-11,12,155894.32,Solar
2011-09-11 13:00:00,2011-09-11,13,140303.3,Solar
2011-09-11 14:00:00,2011-09-11,14,113084.1,Solar
2011-09-11 15:00:00,2011-09-11,15,151900.18,Solar
2011-09-11 16:00:00,2011-09-11,16,133123.16,Solar
2011-09-11 17:00:00,2011-09-11,17,88872.82,Solar
2011-09-11 18:00:00,2011-09-11,18,41759.66,Solar
2011-09-11 19:00:00,2011-09-11,19,8013.18,Solar
2011-09-12 08:00:00,2011-09-12,8,15831.9,Solar
2011-09-12 09:00:00,2011-09-12,9,59089.52,Solar
2011-09-12 10:00:00,2011-09-12,10,102235.64,Solar
2011-09-12 11:00:00,2011-09-12,11,112931.4,Solar
2011-09-12 12:00:00,2011-09-12,12,140966.56,Solar
2011-09-12 13:00:00,2011-09-12,13,152214.74,Solar
2011-09-12 14:00:00,2011-09-12,14,125707.18,Solar
2011-09-12 15:00:00,2011-09-12,15,96019.78,Solar
2011-09-12 16:00:00,2011-09-12,16,90054.42,Solar
2011-09-12 17:00:00,2011-09-12,17,74214.08,Solar
2011-09-12 18:00:00,2011-09-12,18,40157.08,Solar
2011-09-12 19:00:00,2011-09-12,19,7641.02,Solar
2011-09-13 08:00:00,2011-09-13,8,11893.04,Solar
2011-09-13 09:00:00,2011-09-13,9,25240.42,Solar
2011-09-13 10:00:00,2011-09-13,10,24376.92,Solar
2011-09-13 11:00:00,2011-09-13,11,42627.24,Solar
2011-09-13 12:00:00,2011-09-13,12,49580.84,Solar
2011-09-13 13:00:00,2011-09-13,13,85379.56,Solar
2011-09-13 14:00:00,2011-09-13,14,80330.6,Solar
2011-09-13 15:00:00,2011-09-13,15,61693.84,Solar
2011-09-13 16:00:00,2011-09-13,16,78848.78,Solar
2011-09-13 17:00:00,2011-09-13,17,58749.14,Solar
2011-09-13 18:00:00,2011-09-13,18,39382.68,Solar
2011-09-13 19:00:00,2011-09-13,19,9491.94,Solar
2011-09-14 08:00:00,2011-09-14,8,15986.98,Solar
2011-09-14 09:00:00,2011-09-14,9,61745.96,Solar
2011-09-14 10:00:00,2011-09-14,10,108653.68,Solar
2011-09-14 11:00:00,2011-09-14,11,141615.62,Solar
2011-09-14 12:00:00,2011-09-14,12,69885.88,Solar
2011-09-14 13:00:00,2011-09-14,13,87306.2,Solar
2011-09-14 14:00:00,2011-09-14,14,41197.9,Solar
2011-09-14 15:00:00,2011-09-14,15,22006.1,Solar
2011-09-14 16:00:00,2011-09-14,16,16509.8,Solar
2011-09-14 17:00:00,2011-09-14,17,13911.62,Solar
2011-09-14 18:00:00,2011-09-14,18,11375.4,Solar
2011-09-14 19:00:00,2011-09-14,19,10710.48,Solar
2011-09-15 08:00:00,2011-09-15,8,16989.82,Solar
2011-09-15 09:00:00,2011-09-15,9,67453.24,Solar
2011-09-15 10:00:00,2011-09-15,10,119628.2,Solar
2011-09-15 11:00:00,2011-09-15,11,148281.4,Solar
2011-09-15 12:00:00,2011-09-15,12,142712.0,Solar
2011-09-15 13:00:00,2011-09-15,13,119311.86,Solar
2011-09-15 14:00:00,2011-09-15,14,105204.82,Solar
2011-09-15 15:00:00,2011-09-15,15,115787.14,Solar
2011-09-15 16:00:00,2011-09-15,16,130019.04,Solar
2011-09-15 17:00:00,2011-09-15,17,80094.22,Solar
2011-09-15 18:00:00,2011-09-15,18,35488.86,Solar
2011-09-15 19:00:00,2011-09-15,19,6805.68,Solar
2011-09-16 08:00:00,2011-09-16,8,16501.32,Solar
2011-09-16 09:00:00,2011-09-16,9,45802.62,Solar
2011-09-16 10:00:00,2011-09-16,10,84216.02,Solar
2011-09-16 11:00:00,2011-09-16,11,99620.28,Solar
2011-09-16 12:00:00,2011-09-16,12,110059.52,Solar
2011-09-16 13:00:00,2011-09-16,13,133748.74,Solar
2011-09-16 14:00:00,2011-09-16,14,100963.2,Solar
2011-09-16 15:00:00,2011-09-16,15,73259.58,Solar
2011-09-16 16:00:00,2011-09-16,16,74498.26,Solar
2011-09-16 17:00:00,2011-09-16,17,56739.14,Solar
2011-09-16 18:00:00,2011-09-16,18,29022.12,Solar
2011-09-16 19:00:00,2011-09-16,19,5141.8,Solar
2011-09-17 08:00:00,2011-09-17,8,12448.86,Solar
2011-09-17 09:00:00,2011-09-17,9,69271.7,Solar
2011-09-17 10:00:00,2011-09-17,10,115375.54,Solar
2011-09-17 11:00:00,2011-09-17,11,150328.4,Solar
2011-09-17 12:00:00,2011-09-17,12,167962.52,Solar
2011-09-17 13:00:00,2011-09-17,13,182734.64,Solar
2011-09-17 14:00:00,2011-09-17,14,179522.26,Solar
2011-09-17 15:00:00,2011-09-17,15,161563.42,Solar
2011-09-17 16:00:00,2011-09-17,16,140520.28,Solar
2011-09-17 17:00:00,2011-09-17,17,102458.5,Solar
2011-09-17 18:00:00,2011-09-17,18,43002.34,Solar
2011-09-17 19:00:00,2011-09-17,19,6019.98,Solar
2011-09-18 08:00:00,2011-09-18,8,16218.38,Solar
2011-09-18 09:00:00,2011-09-18,9,65327.4,Solar
2011-09-18 10:00:00,2011-09-18,10,93933.04,Solar
2011-09-18 11:00:00,2011-09-18,11,134895.56,Solar
2011-09-18 12:00:00,2011-09-18,12,123375.62,Solar
2011-09-18 13:00:00,2011-09-18,13,83400.52,Solar
2011-09-18 14:00:00,2011-09-18,14,82058.72,Solar
2011-09-18 15:00:00,2011-09-18,15,74423.58,Solar
2011-09-18 16:00:00,2011-09-18,16,54396.0,Solar
2011-09-18 17:00:00,2011-09-18,17,67721.22,Solar
2011-09-18 18:00:00,2011-09-18,18,29498.7,Solar
2011-09-18 19:00:00,2011-09-18,19,7187.08,Solar
2011-09-19 09:00:00,2011-09-19,9,3529.26,Solar
2011-09-19 10:00:00,2011-09-19,10,10146.52,Solar
2011-09-19 11:00:00,2011-09-19,11,14499.64,Solar
2011-09-19 12:00:00,2011-09-19,12,19285.1,Solar
2011-09-19 13:00:00,2011-09-19,13,32236.26,Solar
2011-09-19 14:00:00,2011-09-19,14,22314.98,Solar
2011-09-19 15:00:00,2011-09-19,15,26029.1,Solar
2011-09-19 16:00:00,2011-09-19,16,29997.84,Solar
2011-09-19 17:00:00,2011-09-19,17,28188.74,Solar
2011-09-19 18:00:00,2011-09-19,18,15087.26,Solar
2011-09-19 19:00:00,2011-09-19,19,4262.66,Solar
2011-09-20 08:00:00,2011-09-20,8,14936.66,Solar
